"","Eli_repA_tech1.sorted.bam","Eli_repB_tech1.2.sorted.bam","Eli_repC_tech1.sorted.bam","Elizabeth_repA_tech1.sorted.bam","Elizabeth_repB_tech1.2.sorted.bam","Elizabeth_repC_tech1.sorted.bam","Eric_repA_tech1.sorted.bam","Eric_repB_tech1.2.sorted.bam","Eric_repC_tech1.sorted.bam","Ethan_repA_tech1.sorted.bam","Ethan_repB_tech1.2.sorted.bam","Ethan_repC_tech1.sorted.bam"
"NR_027749",402,320,785,323,289,194,425,165,178,475,188,312
"NR_027752",265,296,786,618,735,207,582,289,192,479,341,637
"NR_027754",0,0,4,0,1,1,1,0,0,1,0,3
"NR_027755",0,0,0,0,0,0,0,0,0,0,0,0
"NR_027765",0,5,2,1,4,0,1,1,0,1,0,2
"NR_027767",153,101,295,144,164,34,206,76,61,270,137,114
"NR_027768",326,199,550,339,260,60,305,130,121,324,212,279
"NR_027774",429,318,891,272,358,174,340,247,165,405,413,391
"NR_027775",367,240,665,302,331,154,333,162,260,457,319,411
"NR_027779",77,93,120,48,101,28,92,61,29,57,63,72
"NR_027786",7,1,16,11,26,0,0,3,6,6,4,3
"NR_027789",294,196,730,257,253,92,329,100,209,322,148,282
"NR_027793",0,4,0,0,2,0,0,0,0,0,0,0
"NR_027795",100,73,238,58,65,38,144,39,59,100,51,90
"NR_027855",1009,1116,2992,1083,1225,283,1418,772,710,1216,1194,991
"NR_027862",343,368,1210,542,619,124,616,348,182,487,636,532
"NR_027873",797,632,2400,1224,842,167,1122,600,731,1652,1136,1709
"NR_027882",703,1224,1622,438,924,251,510,412,268,1071,1097,539
"NR_027898",2,2,3,3,1,1,4,3,0,11,4,3
"NR_027902",3,1,1,0,0,1,1,0,1,0,0,0
"NR_027908",1,1,22,6,3,3,2,1,2,3,0,6
"NR_027916",0,0,2,0,0,0,0,0,0,0,0,0
"NR_027917",0,0,0,0,0,0,0,0,0,0,0,0
"NR_027918",14,9,40,11,11,1,18,5,9,19,28,26
"NR_027922",0,0,1,0,0,0,0,0,0,0,9,0
"NR_027927",0,1,2,0,4,3,0,6,2,1,0,2
"NR_027928",650,931,1667,697,940,386,667,603,338,945,817,1023
"NR_027933",15,7,41,37,13,5,15,0,0,20,12,15
"NR_027942",110,183,255,93,204,29,92,118,41,135,228,92
"NR_027991",0,0,0,0,0,0,0,0,0,0,0,0
"NR_027992",0,0,0,0,0,0,0,0,0,0,0,1
"NR_027994",0,0,1,0,0,0,0,0,0,0,0,0
"NR_028025",1090,1077,3398,1301,1038,257,1668,913,830,1480,1056,1271
"NR_028028",358,316,1001,316,292,143,379,260,214,424,260,285
"NR_028034",1210,844,3245,1531,1173,235,1421,570,552,1613,1083,1428
"NR_028038",112,84,378,107,82,63,115,33,84,97,60,118
"NR_028043",0,0,1,0,0,0,1,0,1,0,0,2
"NR_028045",118,56,281,194,111,19,205,76,89,214,101,146
"NR_028049",1103,912,2052,910,1013,339,1072,604,451,1160,818,825
"NR_028058",381,388,1031,450,556,213,453,249,233,423,387,457
"NR_028059",631,506,1265,478,592,223,702,463,339,636,644,600
"NR_028063",846,368,4830,1667,625,264,1078,499,1329,975,640,2117
"NR_028085",381,473,1041,342,437,106,462,334,201,424,475,344
"NR_028093",4,1,9,1,0,1,0,0,0,3,0,0
"NR_028104",1587,1493,2741,1528,1789,655,1582,982,768,1785,1412,1201
"NR_028105",539,508,953,549,600,179,439,333,222,543,511,424
"NR_028130",226,230,667,262,297,73,403,260,208,291,331,245
"NR_028134",0,0,4,0,0,0,0,0,0,0,0,1
"NR_028136",0,0,0,0,0,0,0,0,0,0,0,0
"NR_028137",0,0,0,0,1,0,0,0,0,0,0,0
"NR_028139",1,1,2,3,0,0,0,0,0,2,3,1
"NR_028272",10127,1396,26060,6251,1311,1853,10993,928,4716,9850,1144,8177
"NR_028293",0,0,0,0,0,0,0,0,1,1,0,0
"NR_028301",3,1,16,4,8,3,3,4,3,9,5,14
"NR_028303",2,0,9,7,2,0,12,0,0,5,3,6
"NR_028322",2856,216,4802,1431,111,905,2707,132,1182,1529,159,1830
"NR_028323",625,941,1317,991,1392,296,565,597,298,1076,1369,800
"NR_028324",392,40,656,100,14,58,228,26,141,150,13,170
"NR_028325",2856,216,4802,1431,111,905,2707,132,1182,1529,159,1830
"NR_028327",1701,129,2771,854,69,467,1584,81,724,903,73,1004
"NR_028334",2,1,4,0,3,0,2,0,0,1,0,0
"NR_028335",38,2,37,16,8,12,40,3,17,24,8,27
"NR_028337",1,1,2,0,0,0,1,0,0,0,0,1
"NR_028339",20,17,18,23,8,3,24,15,12,12,41,26
"NR_028342",0,0,0,0,0,0,0,0,0,0,0,0
"NR_028346",3,1,6,0,1,0,0,0,0,0,6,0
"NR_028351",2,0,13,2,0,1,1,0,1,3,4,5
"NR_028358",1,2,0,2,1,0,0,0,0,0,0,0
"NR_028361",0,0,0,0,0,0,0,3,0,0,2,0
"NR_028388",2195,866,3445,1549,761,808,1908,576,722,2594,679,1700
"NR_028389",1,1,1,0,0,2,17,5,4,0,3,4
"NR_028390",0,0,0,0,0,0,0,0,0,0,0,0
"NR_028399",166,174,491,178,212,42,210,112,83,299,187,158
"NR_028409",0,0,0,0,0,0,0,0,0,0,0,0
"NR_028413",0,1,1,0,1,0,0,0,0,1,0,0
"NR_028415",1,0,0,0,0,0,0,0,0,0,0,1
"NR_028444",310,307,518,148,214,90,247,164,106,389,223,199
"NR_028482",937,749,2213,975,764,141,1169,584,530,1169,833,883
"NR_028484",2,2,3,1,1,0,3,0,3,3,3,0
"NR_028492",12,11,16,7,8,0,3,11,4,5,2,9
"NR_028496",4,8,2,2,5,4,15,2,1,11,7,7
"NR_028505",40,54,129,62,48,24,23,19,9,89,68,52
"NR_028508",0,3,0,0,0,0,0,0,0,0,0,1
"NR_028588",436,693,936,253,532,129,436,350,184,387,709,280
"NR_028594",2,4,16,3,0,1,5,7,1,4,2,3
"NR_029192",78,99,169,97,119,30,49,56,32,86,94,98
"NR_029374",0,2,9,0,0,0,0,0,0,1,2,3
"NR_029376",1,0,8,2,1,2,7,0,2,4,4,0
"NR_029380",0,0,0,0,0,0,0,0,0,0,0,0
"NR_029385",0,0,1,1,0,0,0,0,0,2,0,0
"NR_029388",354,391,950,524,454,81,470,288,209,493,489,419
"NR_029390",0,6,11,1,16,2,5,0,0,5,1,3
"NR_029396",241,95,415,211,126,63,206,74,146,247,101,208
"NR_029401",347,117,707,283,170,144,404,102,188,297,117,304
"NR_029402",2267,4768,3940,1913,5139,895,2106,3098,663,3287,4902,1943
"NR_029405",3,4,12,0,0,0,12,3,2,0,1,2
"NR_029406",22,19,54,31,26,4,42,9,23,26,30,31
"NR_029410",79,60,200,106,71,20,132,75,73,123,90,101
"NR_029411",249,227,452,212,174,67,266,158,126,229,168,213
"NR_029420",0,0,0,0,0,0,0,0,0,1,0,0
"NR_029426",1216,1115,2930,1210,1602,319,1043,935,509,905,1272,1055
"NR_029429",0,0,0,0,0,0,0,0,0,0,0,0
"NR_029431",806,805,1592,763,1012,256,878,617,317,992,903,715
"NR_029435",404,440,1451,609,522,125,454,248,234,522,464,598
"NR_029451",0,1,0,0,1,0,0,0,0,0,0,1
"NR_029472",472,437,760,299,536,169,441,277,160,609,435,318
"NR_030691",1,1,3,0,0,0,0,0,7,1,2,3
"NR_030725",998,2650,1818,614,4939,416,776,3113,441,1065,2710,858
"NR_030728",0,0,0,0,0,0,0,0,0,0,0,0
"NR_030732",0,1,1,0,0,0,0,0,0,0,0,1
"NR_030766",0,0,0,0,0,0,1,0,0,0,0,0
"NR_030770",788,1394,1547,552,1173,298,826,700,327,944,1173,580
"NR_030775",1,0,8,0,0,0,0,0,0,0,5,0
"NR_031644",0,0,2,0,0,0,0,0,0,0,1,0
"NR_031666",11,7,22,9,2,0,7,2,4,4,1,0
"NR_031672",2,9,5,3,7,1,1,0,2,6,5,4
"NR_033149",515,532,1179,589,673,62,662,429,268,686,545,497
"NR_033151",0,0,1,3,0,0,7,0,0,1,0,0
"NR_033172",24,13,20,17,22,7,14,7,2,13,29,32
"NR_033183",137,294,442,98,282,46,182,202,132,159,308,171
"NR_033186",9,11,24,4,15,3,26,10,7,46,37,33
"NR_033192",182,230,833,279,229,61,307,176,172,296,245,304
"NR_033195",448,444,1278,636,698,93,669,493,277,646,707,553
"NR_033202",0,1,0,0,0,0,0,0,0,0,0,0
"NR_033231",981,1200,1891,777,1070,457,990,653,530,1215,929,1006
"NR_033234",1628,1168,4087,2068,1631,404,2928,1230,1315,2456,1528,1873
"NR_033249",113,78,266,202,201,60,200,102,58,294,195,238
"NR_033263",1,0,0,0,0,0,1,0,0,0,0,0
"NR_033266",373,309,577,257,294,156,306,166,163,267,236,330
"NR_033267",303,42,513,291,71,84,257,23,111,291,30,228
"NR_033308",0,0,3,8,24,13,3,1,2,7,2,1
"NR_033319",823,507,2032,266,382,274,601,342,327,629,467,728
"NR_033323",534,534,1092,422,467,245,491,383,285,549,425,545
"NR_033327",234,169,530,192,200,64,281,149,132,233,168,183
"NR_033328",212,194,475,183,241,40,230,178,119,203,244,181
"NR_033334",282,276,454,219,252,67,268,223,114,341,332,279
"NR_033338",410,841,987,288,637,177,301,473,244,527,755,516
"NR_033339",111,107,285,99,109,65,124,81,61,149,107,116
"NR_033341",11,7,10,3,5,1,3,2,1,12,2,6
"NR_033343",1,2,1,0,1,0,5,4,5,0,1,0
"NR_033346",0,0,0,0,0,0,1,0,0,0,0,0
"NR_033350",6,3,11,4,2,3,2,0,2,4,1,2
"NR_033354",82,83,106,64,95,16,130,68,41,133,59,81
"NR_033357",3,7,13,0,6,1,4,3,2,2,1,2
"NR_033363",714,476,1746,716,523,145,837,436,378,908,590,683
"NR_033368",10,6,14,8,7,0,11,2,4,17,6,1
"NR_033369",128,7,276,56,4,37,104,6,92,50,0,52
"NR_033370",176,136,359,61,61,23,62,71,79,60,80,70
"NR_033373",58,44,131,55,45,23,81,27,59,65,36,57
"NR_033374",246,64,524,269,78,145,258,27,118,291,43,257
"NR_033376",0,0,0,1,0,0,4,0,0,0,0,0
"NR_033377",0,0,0,0,0,0,0,1,0,0,0,0
"NR_033378",2,1,11,1,2,2,22,4,3,2,6,5
"NR_033383",0,0,0,1,0,1,0,0,0,0,0,0
"NR_033387",0,0,0,0,0,0,0,0,0,0,0,0
"NR_033389",0,1,0,0,0,1,0,0,0,0,1,0
"NR_033396",16,4,11,10,4,4,14,0,2,16,6,8
"NR_033397",1917,7056,3500,1185,6433,709,1261,4446,647,2373,6677,1674
"NR_033399",615,725,929,482,1093,366,979,734,519,740,895,716
"NR_033404",17,13,4,15,13,1,11,16,8,38,34,16
"NR_033406",330,548,938,282,398,161,325,300,267,459,418,356
"NR_033415",3,3,14,0,0,0,0,0,0,0,1,2
"NR_033416",158,137,371,189,164,52,155,114,120,236,174,211
"NR_033422",262,202,498,180,220,81,224,131,121,250,203,221
"NR_033424",0,0,0,0,0,1,0,0,0,0,0,0
"NR_033426",642,899,944,406,765,218,574,420,257,671,704,553
"NR_033434",443,598,963,490,844,180,618,448,200,718,706,504
"NR_033441",895,601,2004,1335,807,289,1363,559,614,1571,873,1182
"NR_033465",199,443,445,115,426,94,270,395,143,226,423,263
"NR_033500",2295,3844,4734,1598,3346,859,1881,2182,965,2882,3192,2009
"NR_033557",0,0,0,0,0,0,0,0,0,0,0,0
"NR_033652",264,132,835,436,213,69,299,111,142,427,180,374
"NR_033654",1,1,0,1,2,0,0,1,1,1,0,0
"NR_033655",140,242,288,177,243,54,153,141,58,153,217,143
"NR_033656",171,162,490,84,219,81,149,113,52,164,173,141
"NR_033663",62,113,185,27,47,16,56,60,19,54,68,67
"NR_033665",27,11,20,1,3,0,0,1,0,3,5,3
"NR_033671",0,0,0,0,0,1,0,0,1,0,1,0
"NR_033677",328,907,710,200,871,145,311,494,100,459,872,266
"NR_033686",552,975,1161,387,903,216,443,466,208,690,786,423
"NR_033698",767,775,1728,676,989,269,842,631,277,909,973,662
"NR_033709",248,330,516,171,307,90,224,186,102,292,301,220
"NR_033722",131,110,354,90,94,33,126,91,65,151,107,95
"NR_033734",216,149,376,180,107,76,185,87,89,203,66,186
"NR_033735",22,26,29,13,28,4,25,19,12,16,18,16
"NR_033737",0,0,0,0,0,0,0,0,0,0,2,0
"NR_033738",16,6,19,14,4,0,25,5,2,8,14,21
"NR_033740",0,2,0,0,0,0,0,0,0,0,1,0
"NR_033753",0,1,2,0,0,1,0,0,0,1,0,0
"NR_033754",22,42,48,34,43,10,21,47,18,41,48,30
"NR_033759",1268,2514,3092,1024,2895,533,1354,1470,512,1876,2983,1009
"NR_033760",0,0,0,0,1,0,0,0,0,0,0,0
"NR_033766",5,16,54,5,11,2,7,10,6,6,18,51
"NR_033768",0,0,0,0,0,0,0,0,0,0,0,0
"NR_033770",224,226,711,362,321,65,238,204,166,335,391,340
"NR_033781",0,0,0,0,1,1,1,0,0,2,0,0
"NR_033787",0,6,15,0,7,0,1,1,6,2,0,3
"NR_033789",0,0,0,0,0,0,0,0,0,0,0,0
"NR_033801",12,13,24,17,23,5,4,6,4,10,17,3
"NR_033805",624,483,1309,685,702,242,631,434,332,843,826,690
"NR_033819",1343,1086,2350,1028,1340,568,1175,679,629,1315,972,941
"NR_033824",0,0,0,0,0,0,0,0,0,0,0,0
"NR_033827",35,30,47,35,38,12,25,24,22,40,40,38
"NR_033828",1,0,1,1,5,1,0,0,0,4,1,2
"NR_033829",0,0,1,0,0,0,0,0,0,1,0,0
"NR_033830",0,2,0,0,0,0,1,0,0,1,0,0
"NR_033831",0,0,0,0,0,0,0,0,0,0,0,0
"NR_033832",0,0,0,0,0,0,0,0,0,0,0,0
"NR_033833",0,1,0,0,0,0,0,0,0,1,0,0
"NR_033834",1,0,0,0,0,0,0,1,0,0,0,0
"NR_033837",2,4,11,3,2,3,0,7,3,6,9,4
"NR_033838",0,0,0,0,0,0,0,0,0,0,0,0
"NR_033839",8,15,23,27,37,6,9,14,7,18,27,14
"NR_033840",0,0,0,0,0,0,0,0,0,0,0,0
"NR_033841",0,0,1,0,0,0,0,0,0,0,0,0
"NR_033842",2,2,2,3,3,2,5,0,1,1,0,2
"NR_033843",0,0,0,0,0,0,0,0,0,0,1,0
"NR_033844",4,2,4,1,1,0,0,1,0,5,3,8
"NR_033845",0,0,0,0,0,0,0,0,0,0,0,0
"NR_033846",0,0,1,1,0,0,0,0,0,0,0,0
"NR_033847",24,15,38,4,9,3,0,6,6,16,5,18
"NR_033848",0,0,0,0,0,0,0,0,0,0,0,0
"NR_033850",33,16,29,27,22,6,37,11,5,21,5,13
"NR_033851",56,34,75,16,16,5,26,15,6,75,21,15
"NR_033852",0,0,0,0,0,0,1,0,0,1,0,0
"NR_033853",31,3,35,16,24,0,37,9,12,34,25,26
"NR_033854",12,14,32,8,13,4,21,6,12,11,11,27
"NR_033855",36,27,77,18,13,23,23,15,36,42,7,39
"NR_033856",1,2,4,0,0,0,4,4,4,3,0,5
"NR_033857",1,5,8,3,9,1,3,1,0,7,0,3
"NR_033858",3,1,3,2,0,0,0,0,2,0,0,0
"NR_033859",0,0,0,0,0,0,0,0,0,0,0,0
"NR_033860",0,0,0,0,0,0,0,1,0,0,1,0
"NR_033861",0,2,4,0,0,0,1,0,0,1,0,0
"NR_033862",0,0,0,1,0,0,0,0,1,0,0,0
"NR_033863",0,0,1,0,0,0,0,0,0,0,0,0
"NR_033864",0,0,0,0,0,1,0,0,1,0,0,0
"NR_033867",0,0,0,0,0,0,0,0,0,0,0,0
"NR_033868",0,0,8,0,1,0,1,3,0,1,0,1
"NR_033870",0,0,1,0,0,1,0,0,0,0,0,0
"NR_033872",227,150,397,237,270,108,170,106,112,215,227,217
"NR_033873",0,2,0,0,0,0,0,0,0,1,0,0
"NR_033875",45,29,126,104,33,24,109,34,60,57,30,84
"NR_033876",9,6,12,1,2,1,10,5,1,5,0,0
"NR_033877",0,1,16,2,2,0,9,1,1,6,2,4
"NR_033878",1,0,0,0,0,0,0,1,1,0,0,0
"NR_033879",46,88,131,63,138,31,86,85,22,54,93,80
"NR_033881",0,0,0,0,0,0,0,0,2,0,0,0
"NR_033882",0,1,4,0,0,0,2,0,0,4,0,0
"NR_033883",0,0,0,0,2,0,0,0,0,0,0,0
"NR_033884",17,24,67,78,78,23,28,12,14,23,42,21
"NR_033885",416,198,289,216,308,123,130,32,38,238,142,195
"NR_033887",1,0,2,0,0,0,0,0,1,0,0,1
"NR_033888",0,1,1,0,0,0,0,0,0,0,0,0
"NR_033889",0,0,0,0,0,0,0,0,1,1,0,1
"NR_033890",95,25,208,93,39,28,188,25,67,92,20,100
"NR_033891",0,0,0,1,0,0,0,0,0,0,0,0
"NR_033892",0,0,1,1,0,0,0,0,0,0,0,0
"NR_033893",0,0,0,1,0,0,1,0,1,2,0,1
"NR_033894",0,0,0,0,0,0,0,0,0,0,0,0
"NR_033896",1,1,0,0,0,0,1,0,5,1,0,2
"NR_033897",29,2,101,75,27,13,87,18,17,91,8,105
"NR_033898",0,0,10,0,0,0,0,0,0,0,0,0
"NR_033899",0,0,0,2,0,0,1,0,0,2,0,1
"NR_033900",0,0,0,0,0,0,0,0,0,0,0,0
"NR_033902",1151,1700,2169,968,1953,506,915,1023,518,1441,1623,965
"NR_033903",1,0,1,0,1,0,1,0,0,0,0,1
"NR_033904",33,19,82,35,15,15,50,10,20,33,21,40
"NR_033905",411,568,678,368,715,138,400,318,197,535,574,332
"NR_033906",0,0,0,0,0,0,0,1,1,0,0,0
"NR_033907",167,119,481,109,92,18,94,61,59,105,87,106
"NR_033908",672,340,876,362,229,229,671,200,298,428,209,422
"NR_033910",5,8,28,1,1,4,6,4,13,7,7,15
"NR_033912",1,0,1,0,0,0,0,0,0,0,1,3
"NR_033913",0,0,0,0,0,0,1,0,1,1,0,0
"NR_033915",724,560,1568,838,800,200,969,536,412,889,698,735
"NR_033916",6,3,12,8,0,1,22,5,7,5,2,0
"NR_033918",0,0,0,0,1,0,0,0,0,0,0,0
"NR_033919",0,0,1,0,0,0,0,0,0,0,0,0
"NR_033920",0,0,0,0,0,0,0,0,0,0,0,0
"NR_033921",0,0,0,0,0,0,0,0,0,1,0,0
"NR_033922",0,0,0,0,1,0,0,0,0,0,0,0
"NR_033923",0,0,0,0,0,0,0,1,0,0,0,0
"NR_033925",0,0,0,0,0,0,1,1,0,0,0,0
"NR_033927",4,12,29,8,9,0,2,1,4,2,3,6
"NR_033928",9,3,10,0,0,1,7,0,0,2,3,0
"NR_033930",2,0,4,0,0,0,0,0,0,0,0,0
"NR_033931",0,1,0,0,0,1,1,0,0,0,0,0
"NR_033932",2,6,1,6,5,0,14,4,2,2,2,12
"NR_033934",233,163,442,213,201,64,235,152,140,203,210,204
"NR_033937",121,80,238,130,125,46,143,70,65,114,71,89
"NR_033939",20,9,37,16,20,7,7,17,9,29,28,22
"NR_033940",0,0,0,0,2,0,0,0,0,0,0,0
"NR_033942",312,185,655,316,365,170,299,157,212,282,141,350
"NR_033943",0,0,2,0,0,0,0,0,0,0,0,0
"NR_033944",3,0,0,1,3,0,0,0,0,0,0,2
"NR_033945",0,0,0,0,0,0,0,0,0,0,0,0
"NR_033946",0,0,0,0,0,0,0,0,0,1,0,0
"NR_033947",12,48,35,5,49,3,6,36,8,11,25,13
"NR_033953",149,175,256,111,170,62,74,38,29,127,109,111
"NR_033957",1,0,0,0,2,0,0,0,0,0,0,0
"NR_033959",179,90,337,185,65,58,220,72,135,168,110,157
"NR_033960",1,0,0,0,0,0,0,0,0,0,1,0
"NR_033962",0,3,1,0,0,0,0,1,0,0,0,0
"NR_033963",4,16,34,2,3,7,2,10,7,1,3,12
"NR_033964",0,0,0,1,0,0,0,0,0,0,0,0
"NR_033965",9,14,27,10,10,1,14,15,3,20,25,18
"NR_033966",1,0,0,0,0,0,1,0,0,0,0,0
"NR_033967",54,35,131,48,33,25,78,33,29,35,17,29
"NR_033969",0,0,0,0,0,0,0,0,0,0,0,0
"NR_033970",0,0,0,0,0,0,0,0,0,0,0,0
"NR_033971",0,1,0,0,1,0,0,0,0,0,0,0
"NR_033972",4,14,14,3,11,2,2,6,6,15,11,2
"NR_033973",0,0,0,0,0,0,0,0,0,0,0,0
"NR_033975",0,0,0,0,0,0,0,0,0,0,0,0
"NR_033976",0,0,0,0,0,0,0,0,0,0,0,0
"NR_033978",0,0,0,0,0,0,0,0,0,0,0,0
"NR_033979",0,0,1,0,0,1,9,1,2,0,0,0
"NR_033980",0,4,0,0,0,1,0,3,0,0,4,0
"NR_033981",4,2,6,1,3,2,6,0,2,1,0,2
"NR_033982",0,2,0,0,0,0,0,0,0,0,1,3
"NR_033983",0,0,0,0,0,0,0,0,0,0,0,0
"NR_033984",0,0,0,0,0,0,0,0,0,0,0,0
"NR_033985",0,0,0,0,0,0,0,0,0,1,0,1
"NR_033986",0,0,0,0,0,0,0,0,0,0,0,0
"NR_033987",0,0,0,0,0,1,1,0,0,0,0,0
"NR_033988",37,7,26,97,84,11,18,10,4,89,51,33
"NR_033989",0,0,0,0,0,0,0,0,0,0,0,0
"NR_033990",0,5,1,0,2,0,1,2,0,1,2,1
"NR_033995",26,13,30,27,17,7,14,21,14,17,16,23
"NR_033996",1,0,8,2,0,1,1,0,1,3,0,5
"NR_033997",7,3,16,32,17,5,12,8,2,3,0,0
"NR_033998",10,13,30,41,22,9,18,12,24,7,7,7
"NR_033999",1,0,2,1,0,0,0,0,0,0,0,0
"NR_034006",228,255,526,485,406,92,367,172,199,324,254,341
"NR_034007",3,8,10,16,9,6,13,7,4,12,19,3
"NR_034008",59,72,182,46,26,7,59,28,25,30,42,30
"NR_034009",2542,1766,4646,2664,2181,933,2803,1169,1081,3368,1887,2295
"NR_034013",0,0,0,0,0,0,0,0,0,0,0,0
"NR_034016",1,0,0,0,0,0,0,3,0,0,0,0
"NR_034022",5,9,11,11,11,2,12,2,7,13,8,7
"NR_034023",7,4,9,3,7,0,0,0,1,3,13,4
"NR_034024",0,0,0,0,0,0,0,0,0,0,0,0
"NR_034027",23,26,46,21,20,5,32,12,16,35,16,21
"NR_034033",703,350,1054,763,565,279,626,255,237,607,298,586
"NR_034035",1249,1084,2996,1615,1546,375,1910,953,740,1706,1266,1313
"NR_034036",0,0,0,0,0,0,0,0,0,0,0,0
"NR_034037",0,1,0,0,2,0,0,0,0,3,0,0
"NR_034039",542,433,1044,549,504,234,515,264,222,672,485,624
"NR_034041",3885,3467,8921,3708,4418,1019,4492,2740,2170,4413,3737,3225
"NR_034054",0,0,4,0,0,0,0,0,0,0,1,0
"NR_034055",0,0,1,1,1,0,0,0,0,0,0,0
"NR_034059",1007,1418,1792,1098,1972,364,1032,975,361,1514,1841,1019
"NR_034062",0,0,0,0,0,0,0,0,0,0,0,0
"NR_034065",4,1,1,0,0,0,2,0,1,1,0,0
"NR_034069",2215,1665,3842,2119,2009,588,2553,1179,929,2726,1862,2144
"NR_034072",381,338,1009,306,223,119,378,159,246,333,182,346
"NR_034077",330,364,1235,438,402,105,581,271,281,386,443,502
"NR_034078",4,9,3,1,0,0,0,1,1,2,2,1
"NR_034080",22,18,26,20,26,6,42,24,12,16,17,26
"NR_034081",0,0,0,0,0,0,0,0,0,0,0,0
"NR_034082",62,109,125,53,106,22,134,118,61,41,50,48
"NR_034083",0,0,0,0,0,0,0,0,0,0,0,0
"NR_034087",0,0,0,0,0,0,0,0,0,0,0,0
"NR_034088",0,0,0,0,2,0,5,0,1,0,0,0
"NR_034089",1249,578,4181,1392,653,281,1482,404,883,1289,567,1491
"NR_034091",1,0,0,0,0,0,0,0,0,0,0,2
"NR_034095",0,0,0,0,0,0,0,0,0,0,0,0
"NR_034097",0,0,0,1,0,0,0,0,0,0,0,1
"NR_034099",2,2,12,3,0,2,4,3,1,1,1,0
"NR_034100",0,0,0,2,0,0,0,0,0,0,0,0
"NR_034101",0,1,0,1,0,0,0,0,0,1,0,0
"NR_034102",1,0,0,1,0,0,1,0,0,1,0,1
"NR_034104",6,4,6,21,16,15,7,2,3,14,15,2
"NR_034105",4,12,32,16,5,3,32,45,31,13,31,34
"NR_034111",66,65,160,104,54,16,91,23,33,83,28,57
"NR_034112",182,133,284,13,8,3,16,5,6,55,39,63
"NR_034113",10,9,9,4,11,3,5,3,5,5,14,12
"NR_034115",11,10,29,15,14,3,21,3,3,5,10,9
"NR_034123",54,32,87,39,31,7,38,20,15,52,54,41
"NR_034124",0,4,1,0,0,0,0,0,0,0,1,0
"NR_034126",51,48,126,53,51,33,109,23,65,75,83,109
"NR_034129",0,0,0,0,0,0,0,0,0,0,0,0
"NR_034131",0,0,3,2,3,1,2,0,4,5,0,5
"NR_034132",0,0,0,0,0,0,0,0,0,0,0,1
"NR_034133",0,1,0,0,0,0,0,1,0,0,0,0
"NR_034134",0,0,0,0,0,0,0,0,0,0,0,0
"NR_034135",2,1,2,0,0,0,1,0,0,2,3,0
"NR_034136",0,0,0,0,0,0,0,0,0,0,0,0
"NR_034137",81,85,172,57,74,23,91,36,35,93,62,55
"NR_034138",0,0,0,0,0,0,0,0,0,0,0,0
"NR_034139",2,0,0,9,3,1,6,0,0,7,0,3
"NR_034140",2,0,0,0,1,0,0,2,2,1,0,0
"NR_034141",4,3,2,2,6,0,0,0,0,6,3,0
"NR_034143",0,0,0,0,0,0,0,0,0,0,0,3
"NR_034145",1,0,1,0,0,0,0,0,1,0,0,0
"NR_034147",9,3,10,8,1,0,3,0,5,11,2,9
"NR_034148",1,1,7,1,0,1,2,1,0,3,0,1
"NR_034149",0,0,2,0,0,0,0,0,0,0,1,0
"NR_034151",24,48,70,53,100,29,49,37,17,33,44,28
"NR_034152",0,0,0,3,0,0,0,0,0,0,0,0
"NR_034156",506,203,827,212,235,97,323,142,159,448,220,420
"NR_034157",2,1,2,0,0,0,0,0,0,0,1,0
"NR_034158",0,3,1,0,0,0,0,0,0,0,0,0
"NR_034160",0,0,1,0,0,0,0,0,0,1,1,2
"NR_034161",4,3,1,0,0,0,4,0,4,0,0,0
"NR_034162",0,0,0,0,0,0,0,0,0,0,0,0
"NR_034163",9,18,31,4,13,3,20,12,6,7,9,12
"NR_034172",4,4,9,16,28,8,26,27,10,6,17,1
"NR_034176",404,174,828,36,30,13,75,13,11,249,113,214
"NR_034179",18,8,37,24,15,4,12,9,4,19,10,17
"NR_034181",335,241,799,374,315,74,450,251,189,517,323,469
"NR_034182",89,83,250,44,59,19,100,71,62,55,75,69
"NR_036433",10,17,18,38,46,8,21,14,1,37,19,26
"NR_036437",25,27,119,61,46,33,28,26,11,49,40,65
"NR_036438",1,6,1,0,1,0,0,4,1,4,2,1
"NR_036439",67,57,217,65,56,18,75,29,51,95,53,73
"NR_036443",528,221,1045,685,467,241,544,156,322,673,256,458
"NR_036446",36,14,38,23,5,7,25,8,12,29,10,37
"NR_036447",2045,1426,3960,1241,1212,723,1752,939,976,2322,978,2096
"NR_036455",40,30,67,24,16,3,57,20,23,42,45,43
"NR_036462",68,57,93,45,67,16,82,31,10,55,70,49
"NR_036466",13,7,9,11,6,0,1,10,0,7,8,17
"NR_036470",18,19,82,22,29,8,20,13,13,20,15,36
"NR_036471",285,266,684,307,372,59,420,231,124,442,358,280
"NR_036476",273,64,550,193,68,95,236,34,101,292,52,278
"NR_036480",131,34,250,115,37,62,159,25,69,168,37,189
"NR_036481",0,0,0,0,0,1,0,1,0,2,0,0
"NR_036482",1,2,4,2,3,0,1,1,0,1,1,3
"NR_036483",0,0,0,0,0,0,0,0,0,0,0,0
"NR_036484",0,0,1,0,0,0,1,0,0,1,1,0
"NR_036485",79,88,214,57,59,24,88,57,34,73,56,74
"NR_036486",1,1,5,0,5,0,4,0,1,1,5,5
"NR_036488",96,94,157,45,48,14,44,40,21,60,48,54
