SRR4098430	SRR4098431	SRR4098432	SRR4098433
TIMM8B	2072	1205	1397	1109
SDHD	1576	1166	1004	1038
IL18	651	558	759	862
TEX12	0	0	0	0
BCO2	60	57	73	129
PTS	748	435	359	340
PLET1	1	1	1	0
LOC283140	15	6	37	23
LOC101928823	0	0	0	0
LOC387810	0	0	0	0
LOC101928847	0	0	2	0
NCAM1	10	8	19	14
NCAM1-AS1	0	0	0	0
TTC12	341	360	333	258
ANKK1	1	2	12	8
DRD2	0	0	4	0
MIR4301	0	0	0	0
TMPRSS5	8	16	22	7
ZW10	1370	868	669	582
CLDN25	0	0	0	0
USP28	647	569	381	346
HTR3B	0	0	0	0
HTR3A	2	0	0	0
ZBTB16	0	0	0	0
NNMT	0	0	0	0
LOC101928940	0	0	1	0
C11orf71	58	35	75	69
RBM7	510	306	468	467
REXO2	1337	1126	1202	1164
NXPE1	0	0	0	0
NXPE4	0	0	0	3
NXPE2	3	0	0	0
CADM1	0	0	0	0
LINC00900	0	0	0	0
BUD13	1326	1091	602	458
ZPR1	2500	1812	1752	1353
APOA5	0	0	0	0
APOA4	3	0	0	0
APOC3	0	0	0	0
APOA1	4	0	1	0
APOA1-AS	2	1	0	0
SIK3	1058	692	703	522
PAFAH1B2	2817	2006	2340	1967
SIDT2	745	545	1438	1212
LOC100652768	58	60	82	78
TAGLN	449	231	193	136
PCSK7	1156	666	952	656
RNF214	606	468	558	389
BACE1	202	216	270	288
BACE1-AS	19	14	32	37
CEP164	852	617	847	804
DSCAML1	0	0	0	0
FXYD2	0	0	2	2
FXYD6-FXYD2	9	2	8	3
FXYD6	28	17	16	12
TMPRSS13	0	1	2	7
IL10RA	12	34	35	31
TMPRSS4-AS1	0	0	0	0
TMPRSS4	0	1	4	2
SCN4B	1	7	5	5
SCN2B	0	0	0	0
AMICA1	1	0	0	0
MPZL3	184	114	217	139
MPZL2	279	163	345	277
CD3E	0	0	0	0
CD3D	0	0	0	0
CD3G	0	0	0	0
UBE4A	2344	1852	2128	1883
LOC100131626	17	24	11	15
ATP5L	3136	1817	2413	1743
KMT2A	2626	2172	2547	2189
LOC101929089	24	13	33	8
TTC36	1	1	6	2
TMEM25	425	281	565	491
IFT46	456	299	255	264
ARCN1	4272	3316	3121	2846
PHLDB1	1058	1069	2269	1629
MIR6716	0	0	0	0
TREH	0	0	5	0
DDX6	2589	2016	1712	1718
CXCR5	26	11	19	21
BCL9L	6880	4144	6819	4676
MIR4492	1	0	0	0
UPK2	2	3	1	2
FOXR1	0	0	1	0
CCDC84	566	368	378	257
RPL23AP64	32	22	45	52
RPS25	25565	15590	16314	14638
TRAPPC4	1812	1087	1039	830
MIR3656	0	0	0	0
SLC37A4	2200	1665	1803	1268
HYOU1	9887	8446	9500	7514
VPS11	837	641	719	671
HMBS	2963	1948	1752	1387
H2AFX	7708	6303	4358	2597
DPAGT1	779	552	600	417
C2CD2L	852	606	874	608
HINFP	948	678	1124	834
ABCG4	43	60	197	190
NLRX1	505	477	856	666
PDZD3	1	0	0	1
CCDC153	34	60	35	21
CBL	1940	1589	1607	1233
MCAM	1576	1420	1080	809
MIR6756	0	0	0	0
RNF26	2070	1574	1059	761
C1QTNF5	1	0	0	0
MFRP	1	0	0	0
USP2	112	101	119	83
USP2-AS1	103	56	45	66
THY1	2	0	3	2
PVRL1	1373	1155	2530	2031
LOC102724301	6	16	13	8
TRIM29	3	3	9	16
OAF	498	577	740	643
POU2F3	11	3	5	5
LOC649133	0	0	0	0
TMEM136	378	303	373	340
ARHGEF12	4411	3457	2956	2853
GRIK4	7	15	15	20
TBCEL	402	263	463	382
TECTA	31	51	68	59
SC5D	589	472	484	422
SORL1	1125	1146	1027	939
MIR100HG	655	676	628	834
MIR125B1	12	9	5	12
BLID	11	13	21	22
MIRLET7A2	1	1	5	1
MIR100	0	0	0	0
UBASH3B	1289	1012	1416	1098
CRTAM	1	1	0	1
C11orf63	63	73	60	92
BSX	0	0	0	0
LOC341056	46	45	28	19
HSPA8	108828	73651	59155	48587
SNORD14E	56	16	36	35
SNORD14D	100	68	31	40
SNORD14C	66	73	33	35
CLMP	56	59	49	25
MIR4493	0	0	0	0
GRAMD1B	109	135	173	153
SCN3B	1	2	11	9
ZNF202	1028	759	1000	813
OR6X1	0	0	0	0
OR6M1	0	0	0	0
TMEM225	0	0	0	0
OR8D4	0	0	0	0
OR4D5	0	0	0	0
OR6T1	0	0	0	0
OR10S1	0	0	0	0
OR10G4	0	0	0	0
OR10G9	0	0	0	0
OR10G8	0	0	0	0
OR10G7	0	0	0	0
VWA5A	32	31	66	44
OR8G2	0	0	0	0
OR8G1	0	0	0	0
OR8G5	0	0	0	0
OR8D1	0	0	0	0
OR8D2	0	0	0	0
OR8B2	0	0	0	0
OR8B3	0	0	0	0
OR8B4	0	0	0	0
OR8B8	0	0	0	0
OR8B12	0	0	0	0
OR8A1	0	0	0	0
PANX3	0	0	1	0
TBRG1	977	714	825	701
SIAE	701	544	800	720
SPA17	182	183	114	129
NRGN	434	350	260	176
VSIG2	13	25	4	1
ESAM	166	132	84	54
LOC101929340	25	21	9	14
MSANTD2	152	137	151	145
LOC100507283	5	2	6	10
ROBO3	348	319	332	314
ROBO4	4	0	4	3
HEPN1	0	0	0	0
HEPACAM	2	0	3	0
CCDC15	69	55	36	27
SLC37A2	105	74	117	117
TMEM218	396	310	232	350
PKNOX2-AS1	0	0	0	0
PKNOX2	0	3	8	4
FEZ1	1	5	2	1
LOC403312	0	0	0	0
EI24	6632	4862	7272	6111
STT3A	4242	3075	2488	2250
CHEK1	1563	1131	483	396
ACRV1	9	5	4	7
PATE1	0	0	0	0
PATE2	0	0	0	0
PATE3	0	0	0	0
PATE4	0	0	0	0
HYLS1	1408	960	394	341
PUS3	359	342	287	282
DDX25	7	12	1	1
CDON	343	379	304	285
RPUSD4	2227	1484	1459	1195
FAM118B	1058	745	709	638
SRPR	6380	4621	4619	3437
FOXRED1	1862	1272	1242	933
TIRAP	378	287	258	202
DCPS	724	682	550	429
ST3GAL4-AS1	22	12	16	19
ST3GAL4	458	403	358	235
KIRREL3	2	5	3	2
LOC101929427	0	0	0	6
KIRREL3-AS2	0	0	0	0
MIR3167	0	0	0	0
KIRREL3-AS3	0	0	0	0
LOC101929473	0	0	0	0
LOC101929497	0	0	0	0
ETS1	538	299	245	143
MIR6090	0	2	0	0
LOC101929517	0	0	0	0
FLI1	0	0	0	0
SENCR	0	0	0	0
KCNJ1	0	0	1	0
KCNJ5	1	8	7	7
C11orf45	83	62	113	97
TP53AIP1	2	6	1	1
ARHGAP32	908	848	667	590
BARX2	7	14	5	1
LINC01395	0	0	0	6
TMEM45B	4	1	1	1
NFRKB	1847	1310	1540	1244
PRDM10	408	336	364	249
LINC00167	3	1	0	0
APLP2	11339	8363	8746	6909
ST14	9781	5919	6260	4221
ZBTB44	435	349	428	472
ADAMTS8	0	0	1	1
ADAMTS15	10	18	9	1
MIR8052	0	0	0	0
C11orf44	0	1	0	0
LOC100507431	0	1	1	0
LOC103611081	105	73	82	94
SNX19	927	814	1264	1107
NTM	0	0	0	0
LOC101929653	0	0	0	0
C11orf39	0	0	0	0
NTM-IT	0	0	0	0
OPCML	0	0	0	0
LOC646522	0	0	0	0
SPATA19	0	0	0	0
MIR4697HG	306	277	571	475
MIR4697	3	0	0	0
IGSF9B	359	255	837	594
LOC100128239	0	0	0	1
JAM3	54	46	24	25
NCAPD3	5045	3780	1824	1588
VPS26B	1333	1095	1155	1168
THYN1	749	624	560	509
ACAD8	915	736	860	709
GLB1L3	0	0	1	1
GLB1L2	2740	1706	1764	1160
B3GAT1	7	8	6	9
LOC283177	0	0	0	0
OR8U9	0	0	0	0
LOC100288778	338	261	396	310
IQSEC3	0	0	0	0
LOC574538	0	0	3	1
SLC6A12	1	2	1	6
LOC101929384	0	0	0	0
SLC6A13	5	1	7	4
LOC102723544	0	0	0	1
KDM5A	1214	880	1120	1052
CCDC77	493	376	294	217
B4GALNT3	272	287	381	369
NINJ2	6	18	4	8
LOC100049716	16	4	20	23
WNK1	2556	2052	1726	1467
RAD52	414	359	617	452
ERC1	1509	1177	1189	1098
LINC00942	2	1	2	2
FBXL14	559	324	449	250
WNT5B	6	5	2	8
MIR3649	0	0	0	0
ADIPOR2	2877	2155	1886	1543
CACNA2D4	13	15	10	9
LRTM2	4	10	1	1
LINC00940	0	0	0	0
DCP1B	241	272	453	372
CACNA1C-IT2	0	0	0	0
CACNA1C	7	0	7	6
CACNA1C-AS4	0	0	0	0
CACNA1C-IT3	0	0	0	0
CACNA1C-AS2	0	0	0	0
CACNA1C-AS1	0	0	1	0
LOC283440	0	0	0	0
FKBP4	16799	13004	9944	7421
ITFG2	480	252	371	236
NRIP2	109	45	46	48
LOC100507424	291	247	189	113
FOXM1	7977	5726	3005	1862
RHNO1	656	506	312	211
TULP3	730	557	570	418
TEAD4	1673	1196	972	747
TSPAN9	448	395	529	452
PRMT8	1	0	0	1
THCAT155	0	0	0	0
CRACR2A	628	429	594	451
PARP11	41	21	9	28
CCND2-AS1	0	0	0	0
CCND2	1	0	0	0
TIGAR	485	295	1019	771
FGF23	0	0	0	0
FGF6	0	0	8	0
C12orf4	603	355	381	278
RAD51AP1	848	546	209	236
DYRK4	427	337	380	339
AKAP3	48	27	56	63
NDUFA9	3168	2228	2121	1765
LOC101929549	2	0	1	7
GALNT8	1	0	0	1
KCNA6	0	0	0	0
KCNA1	0	0	0	0
KCNA5	0	0	0	0
LOC101929584	1	0	0	0
NTF3	3	0	0	1
ANO2	2	1	1	5
VWF	5	18	15	6
CD9	4662	2879	3063	2123
PLEKHG6	489	557	652	480
TNFRSF1A	2610	2299	3961	3039
SCNN1A	886	926	1741	1618
LTBR	5562	3762	6398	4169
CD27-AS1	10	11	21	10
CD27	4	3	2	6
TAPBPL	16	20	17	25
VAMP1	170	188	122	158
MRPL51	3492	2081	1958	1814
NCAPD2	11932	8899	5224	4057
SCARNA10	9	0	0	3
GAPDH	206477	118751	175478	131994
IFFO1	8	1	12	11
NOP2	9774	6204	6497	4613
CHD4	14937	11145	8881	7202
SCARNA11	0	0	0	0
LPAR5	52	54	147	85
ACRBP	2	7	1	11
ING4	140	103	202	211
ZNF384	3093	2212	2278	1663
PIANP	3	16	7	10
COPS7A	3492	2756	2922	2421
MLF2	10348	7616	9919	7748
PTMS	4056	3858	2859	2851
LAG3	33	23	6	23
CD4	7	12	9	4
GPR162	72	63	80	58
P3H3	1068	804	787	539
GNB3	436	236	217	146
CDCA3	2106	1312	621	401
USP5	6035	4720	4953	3641
TPI1	29150	19863	20507	17177
SPSB2	249	151	290	216
RPL13P5	67	50	44	44
DSTNP2	62	45	52	57
LRRC23	134	145	130	84
ENO2	1201	1061	980	865
ATN1	5860	4402	4651	3238
C12orf57	2410	1871	1937	1344
RNU7-1	1	1	1	0
PTPN6	987	790	1287	1099
MIR200C	0	0	0	0
MIR141	21	26	21	24
PHB2	20986	14873	14474	11844
SCARNA12	162	106	121	96
EMG1	6667	3877	3228	2604
LPCAT3	1320	992	1157	910
C1S	19	39	41	42
C1R	40	54	38	33
C1RL	208	197	315	339
C1RL-AS1	349	216	329	315
RBP5	36	57	62	49
CLSTN3	651	560	853	755
PEX5	1786	1343	1489	1270
ACSM4	10	7	18	11
CD163L1	472	378	383	364
CD163	1	0	0	1
APOBEC1	0	0	0	0
GDF3	0	0	0	0
DPPA3	0	0	0	0
CLEC4C	0	0	0	0
NANOGNB	0	0	0	0
NANOG	0	0	0	0
SLC2A14	1	0	0	0
SLC2A3	34	18	41	18
FOXJ2	922	782	797	597
C3AR1	10	0	1	2
NECAP1	1263	862	981	813
CLEC4A	8	8	7	11
POU5F1P3	0	0	2	1
ZNF705A	0	0	0	0
FAM66C	5	15	0	1
FAM90A1	11	13	11	24
FAM86FP	49	35	58	32
LOC101927905	60	61	78	62
LINC00937	10	3	3	6
CLEC6A	0	0	0	0
CLEC4D	0	0	0	0
CLEC4E	0	0	0	0
AICDA	0	0	0	0
MFAP5	1	0	0	0
RIMKLB	4	0	0	1
A2ML1	0	0	1	0
PHC1	271	153	169	166
M6PR	3086	2097	1998	1398
KLRG1	8	9	6	16
LINC00612	1	1	0	0
A2M-AS1	13	4	14	7
A2M	7	0	2	6
PZP	1	1	0	0
A2MP1	1	0	0	4
MIR1244-1	121	166	50	46
MIR1244-2	121	166	50	46
MIR1244-3	121	166	50	46
MIR1244-4	121	166	50	46
LINC00987	272	228	137	151
LOC642846	478	316	274	264
LOC101930452	22	16	12	19
LOC101928030	0	0	0	0
DDX12P	985	846	539	440
KLRB1	3	0	0	0
LOC374443	15	13	12	2
CLEC2D	97	50	39	36
CLECL1	0	0	0	0
CD69	0	0	0	0
KLRF1	0	0	0	0
CLEC2B	0	0	0	0
KLRF2	0	1	0	0
CLEC2A	0	0	0	0
LOC100506159	0	0	0	0
CLEC12A	0	0	0	0
CLEC1B	0	0	0	0
CLEC12B	0	1	0	0
LOC102724020	0	0	0	0
CLEC9A	0	0	0	0
CLEC1A	0	0	0	0
CLEC7A	1	0	1	0
OLR1	0	0	0	0
TMEM52B	0	0	1	1
GABARAPL1	550	461	931	795
KLRD1	0	0	0	0
LOC101928100	67	38	169	161
KLRC4-KLRK1	21	9	29	20
KLRK1	19	9	23	17
KLRC4	3	1	9	6
KLRC3	16	13	44	25
KLRC2	36	13	33	36
KLRC1	0	0	1	11
KLRAP1	88	55	39	43
MAGOHB	770	541	436	337
STYK1	130	153	136	106
YBX3	9060	7023	12501	10978
LOC101928162	0	0	0	0
TAS2R7	0	0	0	0
TAS2R8	0	0	0	0
TAS2R9	0	0	0	0
TAS2R10	2	7	4	3
PRR4	38	26	27	37
PRH1-PRR4	308	167	154	142
PRH1	265	151	128	105
TAS2R13	0	2	0	0
PRH2	3	1	0	0
TAS2R14	9	3	3	12
TAS2R50	0	0	0	0
TAS2R20	13	14	16	6
TAS2R19	15	8	3	4
TAS2R31	3	4	0	5
TAS2R46	1	0	0	0
TAS2R43	1	0	0	0
TAS2R30	0	0	0	0
SMIM10L1	774	502	502	363
TAS2R42	0	1	0	0
PRB3	0	7	11	2
PRB4	0	0	0	0
PRB1	0	0	0	0
PRB2	1	0	0	0
LINC01252	0	0	2	1
ETV6	189	178	282	294
BCL2L14	2	1	2	1
LRP6	1155	945	1197	972
MANSC1	0	0	2	0
LOH12CR2	21	7	8	19
LOH12CR1	253	161	226	203
DUSP16	313	246	437	434
CREBL2	313	220	320	283
GPR19	35	37	7	5
CDKN1B	772	735	574	541
APOLD1	28	25	23	16
MIR613	0	0	0	0
DDX47	4379	3101	2630	2427
RPL13AP20	209	108	139	95
GPRC5A	4770	2944	3984	3078
MIR614	71	66	87	83
GPRC5D	36	24	30	18
HEBP1	807	647	589	579
LOC100506314	89	62	71	66
HTR7P1	68	49	85	88
KIAA1467	788	598	799	610
GSG1	3	0	5	4
EMP1	2275	1553	1776	1522
LINC01559	0	0	5	1
GRIN2B	158	105	106	73
ATF7IP	721	563	392	368
PLBD1	0	3	2	0
PLBD1-AS1	0	0	0	0
GUCY2C	0	0	0	0
HIST4H4	13	6	6	16
H2AFJ	279	276	362	255
WBP11	3269	2576	1707	1385
C12orf60	94	82	57	47
SMCO3	5	2	1	0
ART4	1	0	0	0
MGP	0	0	1	0
ERP27	3	0	0	0
ARHGDIB	50	28	18	21
PDE6H	0	0	0	0
LINC01489	0	0	0	0
RERG	0	0	0	0
RERG-AS1	0	0	0	0
PTPRO	1	0	0	0
EPS8	1741	1251	990	810
STRAP	5866	4236	3488	3042
DERA	730	559	653	656
SLC15A5	0	0	0	0
MGST1	1775	1235	1076	918
LMO3	1	1	2	7
SKP1P2	19	20	21	6
MIR3974	0	0	0	0
RERGL	0	0	0	0
PIK3C2G	0	0	0	0
PLCZ1	0	0	0	0
CAPZA3	0	0	0	0
PLEKHA5	453	344	378	338
AEBP2	724	584	738	538
LOC100506393	0	0	5	0
PDE3A	7	4	5	6
SLCO1C1	0	0	0	2
SLCO1B3	128	65	73	55
SLCO1B7	10	5	8	4
SLCO1B1	4	1	1	2
SLCO1A2	0	3	0	0
IAPP	0	0	0	0
PYROXD1	478	385	362	276
RECQL	927	675	531	473
GOLT1B	746	546	567	461
SPX	3	1	3	0
GYS2	23	10	13	17
LDHB	21757	16125	14321	14618
KCNJ8	0	0	0	0
ABCC9	0	0	0	0
CMAS	524	323	378	286
ST8SIA1	0	1	0	0
C2CD5	697	594	593	560
ETNK1	1373	1071	1599	1600
LOC101928441	0	0	0	0
SOX5	0	0	0	0
MIR920	0	0	0	0
LOC101928471	0	0	0	0
LINC00477	1	1	0	3
BCAT1	0	0	0	0
C12orf77	0	0	0	0
LRMP	2	0	3	7
CASC1	6	5	5	4
LYRM5	18	14	44	54
KRAS	654	653	550	523
LMNTD1	1	1	1	0
MIR4302	0	0	0	0
RASSF8-AS1	5	8	8	1
RASSF8	171	192	74	73
BHLHE41	50	56	55	29
SSPN	2	0	1	0
ITPR2	222	184	225	179
ASUN	1831	1082	935	994
FGFR1OP2	658	618	368	397
TM7SF3	1879	1289	2560	2323
MED21	669	455	412	457
C12orf71	3	1	0	0
STK38L	592	443	404	386
ARNTL2	687	583	344	286
ARNTL2-AS1	5	0	2	0
SMCO2	4	4	2	0
PPFIBP1	2535	2040	3270	3267
REP15	22	21	29	25
MRPS35	3066	1932	1629	1439
MANSC4	1	1	1	0
KLHL42	936	662	727	632
PTHLH	6	7	1	2
CCDC91	152	108	132	186
FAR2	93	97	56	90
LOC100506606	18	8	17	37
ERGIC2	1165	767	544	584
OVCH1-AS1	3	0	3	0
OVCH1	0	0	1	0
TMTC1	19	17	17	29
IPO8	1492	1086	840	835
CAPRIN2	750	623	731	801
LINC00941	172	105	88	81
TSPAN11	5	15	3	4
DDX11-AS1	21	13	9	15
DDX11	2157	1524	1015	697
FAM60A	2117	1604	1698	1581
FLJ13224	8	4	8	13
DENND5B	570	517	285	310
DENND5B-AS1	1	0	6	0
METTL20	13	14	28	37
AMN1	248	190	231	161
H3F3C	1076	757	618	405
KIAA1551	905	668	630	712
BICD1	425	344	387	388
FGD4	152	159	185	143
DNM1L	2495	1892	1654	1504
YARS2	1988	1383	1651	1110
PKP2	1089	652	780	563
SYT10	0	0	0	0
ALG10	65	51	53	47
ALG10B	81	82	89	86
CPNE8	293	286	335	359
KIF21A	1398	1048	995	1002
ABCD2	0	0	0	0
C12orf40	0	0	0	0
SLC2A13	118	85	127	97
LRRK2	3	0	4	2
MUC19	7	6	147	147
CNTN1	9	24	27	26
PDZRN4	0	0	0	0
GXYLT1	441	401	523	479
YAF2	253	187	230	175
ZCRB1	627	525	441	392
MIR7851	0	0	0	0
PPHLN1	2308	1723	1524	1391
PRICKLE1	71	38	54	30
LOC101927058	0	0	0	0
ADAMTS20	0	0	0	0
PUS7L	219	166	221	212
IRAK4	277	228	247	226
TWF1	1791	1219	919	1002
TMEM117	78	48	128	102
NELL2	13	29	11	18
DBX2	0	0	0	0
RACGAP1P	215	136	50	32
PLEKHA8P1	41	34	43	46
ANO6	1670	1363	992	947
LINC00938	111	88	107	58
ARID2	869	657	629	596
SCAF11	1943	1620	1277	1337
SLC38A1	5321	3923	3044	2866
SLC38A2	7560	6905	8147	8226
LOC100288798	113	64	90	81
SLC38A4	1	1	4	2
AMIGO2	55	62	60	51
PCED1B	7	5	16	10
MIR4698	0	0	0	0
PCED1B-AS1	0	0	0	1
MIR4494	0	0	0	0
RPAP3	997	757	585	559
ENDOU	3	0	3	17
RAPGEF3	54	29	78	68
SLC48A1	398	316	620	511
HDAC7	1337	885	1188	877
VDR	947	724	816	579
TMEM106C	2859	2521	1540	1323
COL2A1	0	0	0	0
SENP1	748	567	436	373
PFKM	4997	3924	4186	3942
MIR6505	0	0	0	0
ASB8	377	294	429	303
CCDC184	6	3	18	9
OR10AD1	0	0	1	0
H1FNT	0	0	0	1
ZNF641	231	191	324	299
ANP32D	2	2	0	0
C12orf54	0	0	0	3
OR8S1	0	0	1	0
LALBA	0	0	0	0
KANSL2	1572	1043	885	844
SNORA34	2	0	0	0
MIR1291	0	1	0	0
SNORA2A	2	3	3	1
SNORA2B	1	1	1	0
CCNT1	1622	1316	1475	1150
LINC00935	0	0	0	0
ADCY6	611	559	922	856
MIR4701	1	1	0	1
LOC100506125	9	9	12	5
CACNB3	457	426	464	401
DDX23	5947	4232	3289	2594
RND1	53	59	42	15
CCDC65	11	21	9	16
FKBP11	120	125	186	119
ARF3	5242	3930	4069	3601
WNT10B	613	440	483	351
WNT1	0	0	0	0
DDN	1131	896	612	370
PRKAG1	1696	1324	1252	1069
KMT2D	8753	5806	7792	5429
RHEBL1	35	31	25	24
DHH	0	0	1	1
LMBR1L	341	270	624	529
TUBA1B	29354	19819	14859	9788
TUBA1A	1926	9992	5250	647
TUBA1C	31388	15674	10264	8399
LOC101927267	107	103	43	42
PRPH	34	45	42	17
TROAP	3202	2066	1510	826
C1QL4	164	252	199	119
DNAJC22	548	563	574	582
SPATS2	2262	1804	1686	1701
LOC100335030	26	19	19	11
KCNH3	1146	1087	900	768
MCRS1	4511	3314	3227	2533
FAM186B	22	17	16	28
PRPF40B	926	903	920	864
FMNL3	492	489	456	381
TMBIM6	12978	9244	9168	7134
NCKAP5L	368	314	721	502
BCDIN3D-AS1	103	93	173	202
BCDIN3D	155	134	209	260
FAIM2	0	1	0	0
LOC283332	0	0	0	0
LOC101927292	0	0	0	0
AQP2	1	0	3	0
LOC101927318	1	1	0	2
AQP5	0	0	0	0
AQP6	14	7	2	1
RACGAP1	6096	3899	1864	1547
ASIC1	883	1100	1354	1124
SMARCD1	3153	2417	2478	1799
GPD1	52	63	50	81
COX14	945	723	841	700
CERS5	924	561	1280	1147
LIMA1	3900	3237	3994	3797
MIR1293	0	0	0	0
FAM186A	0	0	3	2
LARP4	1956	1524	1667	1509
DIP2B	2616	2017	2074	1763
ATF1	756	517	482	371
TMPRSS12	0	0	0	0
METTL7A	5	5	20	16
HIGD1C	0	0	0	0
SLC11A2	917	695	774	576
LETMD1	1293	808	898	877
CSRNP2	439	367	561	531
TFCP2	1622	1125	984	912
POU6F1	57	66	64	60
DAZAP2	3725	2544	2763	2145
SMAGP	609	348	346	287
BIN2	1	1	1	2
CELA1	0	0	0	0
GALNT6	882	765	730	650
SLC4A8	29	47	62	33
SCN8A	372	398	302	329
FIGNL2	6	4	19	11
ANKRD33	0	0	0	0
ACVRL1	4	8	3	4
ACVR1B	1823	1360	1581	1083
GRASP	26	37	15	13
NR4A1	850	1374	578	374
ATG101	1638	1086	1056	780
OR7E47P	3	0	0	0
KRT80	633	346	278	178
C12orf80	0	0	1	0
LINC00592	8	1	3	3
KRT7	135	75	71	42
KRT81	22	12	14	10
KRT86	2	6	1	2
KRT83	0	0	0	0
KRT85	0	0	1	0
KRT84	0	1	0	3
KRT82	0	0	1	1
KRT75	0	0	1	0
KRT6B	0	0	0	0
KRT6C	0	0	0	0
KRT6A	37	29	1	1
KRT5	4	5	1	3
KRT71	0	0	0	0
KRT74	0	0	3	0
KRT72	1	0	0	0
KRT73	0	0	0	0
KRT73-AS1	3	1	0	0
KRT2	0	0	0	0
KRT1	1	0	0	0
KRT77	0	0	0	0
KRT76	0	0	0	0
KRT3	0	0	1	0
KRT4	8	1	0	0
KRT79	1	0	0	0
KRT78	0	0	0	0
KRT8	102822	56868	69928	48252
KRT18	57724	29890	36729	26261
EIF4B	17892	11836	12888	12243
LOC283335	56	53	131	115
TNS2	440	535	457	411
MIR6757	0	0	0	0
SPRYD3	1937	1199	1161	1098
IGFBP6	603	554	671	432
SOAT2	9	5	4	1
CSAD	265	180	252	242
ZNF740	1096	906	1606	1476
ITGB7	32	33	50	38
RARG	2071	1953	2197	1939
MFSD5	687	513	561	396
ESPL1	4033	2560	1354	904
PFDN5	5683	3761	4265	3636
C12orf10	2535	1701	1622	1191
AAAS	2222	1626	1600	1077
SP7	1	0	0	0
SP1	3144	2179	2064	1896
AMHR2	0	0	0	0
PRR13	1606	1182	1276	920
PCBP2	22319	14795	13959	10652
PCBP2-OT1	265	272	202	112
MAP3K12	595	710	1452	1380
TARBP2	1246	814	878	493
NPFF	56	34	80	50
ATF7	597	413	579	442
LOC100652999	120	90	146	107
ATP5G2	2452	2037	2220	1669
CALCOCO1	460	443	996	1052
CISTR	0	0	0	0
HOXC13-AS	6	15	13	2
HOXC13	138	173	113	123
HOXC12	0	0	0	0
HOTAIR	1	6	3	9
HOXC11	6	5	17	7
HOXC-AS3	0	1	0	6
HOXC10	66	62	52	72
MIR196A2	0	0	0	0
HOXC-AS2	12	25	16	30
HOXC-AS1	35	48	53	40
HOXC9	184	119	171	110
HOXC8	31	28	26	50
HOXC4	32	32	31	34
HOXC5	76	59	47	40
HOXC6	93	79	128	96
MIR615	0	0	0	3
FLJ12825	10	1	19	9
LOC100240735	0	0	1	1
LOC100240734	0	0	0	0
LOC400043	1	2	4	4
SMUG1	881	746	827	671
CBX5	1549	1479	1071	1256
MIR3198-2	4	2	1	1
HNRNPA1	13720	8611	6992	7004
NFE2	8	8	22	7
COPZ1	7746	5792	4408	4011
MIR148B	1	0	2	2
LOC102724050	2	5	3	2
GPR84	0	0	2	5
ZNF385A	870	794	1679	1291
ITGA5	1870	1770	1807	1421
GTSF1	3763	2794	2642	2315
NCKAP1L	12	1	9	9
PDE1B	0	0	0	0
PPP1R1A	19	11	2	8
GLYCAM1	0	0	0	0
LACRT	0	0	0	0
DCD	0	0	0	0
MUCL1	0	0	0	0
TESPA1	0	0	0	0
NEUROD4	0	0	0	0
OR9K2	0	0	0	0
OR10A7	0	0	0	0
OR6C74	0	0	0	0
OR6C6	0	0	0	0
OR6C1	0	0	0	0
OR6C3	0	0	0	0
OR6C75	1	0	0	0
OR6C65	0	0	0	0
OR6C76	0	0	0	0
OR6C2	0	0	0	1
OR6C70	0	0	0	0
OR6C68	0	0	0	0
OR6C4	0	0	0	0
OR2AP1	0	0	0	0
OR10P1	0	0	0	0
METTL7B	385	285	439	379
ITGA7	271	331	291	286
BLOC1S1	946	741	771	639
BLOC1S1-RDH5	601	466	531	391
RDH5	61	97	54	42
CD63	9000	5739	6764	5036
GDF11	413	385	393	253
SARNP	2122	1808	1327	1083
ORMDL2	559	408	476	304
DNAJC14	2164	1644	1758	1589
TMEM198B	296	202	448	389
MMP19	66	41	69	47
WIBG	733	477	558	476
DGKA	698	549	2428	2227
PMEL	112	95	96	74
CDK2	3218	2750	1471	1106
RAB5B	714	628	1030	993
SUOX	571	397	773	642
IKZF4	306	154	209	198
RPS26	3635	2025	2480	1540
ERBB3	973	786	977	785
PA2G4	23935	16021	14944	12655
RPL41	2172	1892	1636	1967
ZC3H10	314	241	261	237
ESYT1	3687	3165	3807	2566
MYL6B	1277	1015	1206	1031
MYL6	12372	8609	9320	7226
SMARCC2	3434	3002	2841	2345
RNF41	1470	1168	1474	1200
NABP2	2263	1709	1580	1158
SLC39A5	3	3	14	6
ANKRD52	4936	4111	4229	2992
COQ10A	191	175	175	130
CS	6309	4457	4126	3363
CNPY2	4636	3071	3086	2361
PAN2	1032	915	950	1056
IL23A	14	12	24	13
STAT2	639	580	1120	1203
APOF	0	0	1	0
TIMELESS	3279	2636	1569	1339
MIP	1	2	0	2
SPRYD4	287	136	291	237
GLS2	26	29	62	39
RBMS2	1052	579	1142	990
BAZ2A	4238	3728	4311	3246
ATP5B	43781	32907	34467	27732
SNORD59B	6	1	6	3
SNORD59A	1	0	1	0
PTGES3	16259	10575	7448	5909
NACA	18933	12495	12351	10299
PRIM1	1890	1369	612	556
HSD17B6	19	32	15	29
SDR9C7	8	0	0	0
RDH16	12	7	19	10
GPR182	1	1	2	0
ZBTB39	1059	850	951	661
TAC3	3	0	3	6
MYO1A	4	9	28	30
NEMP1	697	604	442	390
