GeneID	Chr	Start	End	Strand	Length
10715	TMEM260	chr14	56579791	56660629	+	80839
10716	LOC105370515	chr14	56633248	56638681	-	5434
10717	OTX2	chr14	56799904	56805667	-	5764
10718	OTX2-AS1	chr14	56813157	56931308	+	118152
10719	EXOC5	chr14	57200506	57268905	-	68400
10720	AP5M1	chr14	57268914	57298742	+	29829
10721	LOC105370516	chr14	57320250	57344017	-	23768
10722	NAA30	chr14	57390585	57415906	+	25322
10723	CCDC198	chr14	57469299	57493857	-	24559
10724	LOC112268129	chr14	57491769	57510759	+	18991
10725	SLC35F4	chr14	57563920	57617118	-	53199
10726	LOC105370519	chr14	57564369	57578311	+	13943
10727	LOC105370518	chr14	57578743	57586462	+	7720
10728	ARMH4	chr14	58096935	58152221	-	55287
10729	ACTR10	chr14	58200148	58235636	+	35489
10730	PSMA3	chr14	58244804	58272009	+	27206
10731	PSMA3-AS1	chr14	58265364	58298137	-	32774
10732	LINC00216	chr14	58288032	58289153	+	1122
10733	ARID4A	chr14	58298384	58373733	+	75350
10734	LOC105370522	chr14	58369611	58395848	-	26238
10735	TOMM20L	chr14	58395903	58417080	+	21178
10736	TIMM9	chr14	58408493	58427614	-	19122
10737	KIAA0586	chr14	58439680	58537213	+	97534
10738	DACT1	chr14	58638816	58648321	+	9506
10739	LOC102723725	chr14	58748749	58750943	+	2195
10740	LINC01500	chr14	58828287	59017328	+	189042
10741	LOC107984692	chr14	59064579	59071575	-	6997
10742	LOC107984642	chr14	59158143	59184247	+	26105
10743	DAAM1	chr14	59188656	59371405	+	182750
10744	GPR135	chr14	59460758	59465380	-	4623
10745	L3HYPDH	chr14	59472610	59505266	-	32657
10746	JKAMP	chr14	59484442	59505407	+	20966
10747	CCDC175	chr14	59505188	59577268	-	72081
10748	RTN1	chr14	59595975	59630814	-	34840
10749	MIR5586	chr14	59646961	59647020	-	60
10750	LRRC9	chr14	59919712	60002068	+	82357
10751	LOC105370524	chr14	60022301	60092400	-	70100
10752	PCNX4	chr14	60091922	60148221	+	56300
10753	DHRS7	chr14	60144119	60169864	-	25746
10754	LOC101927702	chr14	60240126	60245636	-	5511
10755	PPM1A	chr14	60245749	60299087	+	53339
10756	LINC02322	chr14	60323195	60323907	+	713
10757	C14orf39	chr14	60435953	60499774	-	63822
10758	SIX6	chr14	60509145	60512850	+	3706
10759	SALRNA1	chr14	60639215	60640416	+	1202
10760	SIX1	chr14	60643420	60649477	-	6058
10761	MIR9718	chr14	60648647	60648711	+	65
10762	SIX4	chr14	60709538	60724351	-	14814
10763	MNAT1	chr14	60734760	60969965	+	235206
10764	TRMT5	chr14	60971440	60981079	-	9640
10765	SLC38A6	chr14	60981161	61052945	+	71785
10766	LOC101927756	chr14	61031226	61049403	-	18178
10767	PRKCH	chr14	61187304	61550980	+	363677
10768	TMEM30B	chr14	61277369	61281338	-	3970
10769	LOC105370525	chr14	61538904	61546566	-	7663
10770	LINC01303	chr14	61556271	61570653	-	14383
10771	FLJ22447	chr14	61570539	61654713	+	84175
10772	HIF1A-AS1	chr14	61681040	61695823	-	14784
10773	HIF1A	chr14	61695512	61748258	+	52747
10774	HIF1A-AS3	chr14	61715557	61751097	-	35541
10775	HIF1A-AS2	chr14	61747038	61749089	-	2052
10776	SNAPC1	chr14	61762419	61796428	+	34010
10777	SYT16	chr14	62057611	62112550	+	54940
10778	LINC00643	chr14	62117356	62134186	+	16831
10779	LINC00644	chr14	62134148	62139973	-	5826
10780	LOC105370529	chr14	62357931	62505813	+	147883
10781	LOC105370528	chr14	62471185	62492624	-	21440
10782	KCNH5	chr14	62699463	63045458	-	345996
10783	LOC105370531	chr14	63122894	63219584	-	96691
10784	LOC105370530	chr14	63178369	63179993	+	1625
10785	RHOJ	chr14	63204442	63293508	+	89067
10786	GPHB5	chr14	63312834	63318935	-	6102
10787	PPP2R5E	chr14	63451268	63543395	-	92128
10788	LOC112268140	chr14	63542783	63544664	+	1882
10789	WDR89	chr14	63597038	63604180	-	7143
10790	LOC105370532	chr14	63642021	63651508	+	9488
10791	SGPP1	chr14	63684215	63728108	-	43894
10792	SYNE2	chr14	63761903	64226433	+	464531
10793	MIR548H1	chr14	64095023	64095125	-	103
10794	ESR2	chr14	64227039	64294517	-	67479
10795	TEX21P	chr14	64345472	64347611	-	2140
10796	MTHFD1	chr14	64388352	64460025	+	71674
10797	ZBTB25	chr14	64449105	64505213	-	56109
10798	AKAP5	chr14	64465498	64474503	+	9006
10799	ZBTB1	chr14	64504725	64533688	+	28964
10800	LOC102723809	chr14	64514150	64540368	-	26219
10801	HSPA2	chr14	64540467	64543237	+	2771
10802	PPP1R36	chr14	64549895	64589386	+	39492
10803	PLEKHG3	chr14	64704423	64750249	+	45827
10804	SPTB	chr14	64746282	64823380	-	77099
10805	MIR7855	chr14	64785625	64785686	-	62
10806	LOC105370534	chr14	64880656	64902128	-	21473
10807	CHURC1	chr14	64914360	64935368	+	21009
10808	CHURC1-FNTB	chr14	64914360	65062655	+	148296
10809	GPX2	chr14	64939157	64942745	-	3589
10810	RAB15	chr14	64945815	64972336	-	26522
10811	LOC107984655	chr14	64985981	64987085	-	1105
10812	FNTB	chr14	64986894	65062650	+	75757
10813	MAX	chr14	65006100	65102544	-	96445
10814	MIR4706	chr14	65044687	65044769	+	83
10815	LOC100506321	chr14	65089917	65094311	+	4395
10816	LINC02324	chr14	65212892	65222347	-	9456
10817	MIR4708	chr14	65335116	65335183	-	68
10818	LOC105370537	chr14	65374865	65378743	+	3879
10819	FUT8-AS1	chr14	65410591	65412617	-	2027
10820	MIR625	chr14	65471101	65471186	+	86
10821	FUT8	chr14	65646064	65744122	+	98059
10822	LOC107984641	chr14	65788863	65790590	+	1728
10823	LINC02290	chr14	66121632	66128773	+	7142
10824	CCDC196	chr14	66484856	66492131	+	7276
10825	GPHN	chr14	66507406	67181808	+	674403
10826	LOC105370538	chr14	67096797	67189317	-	92521
10827	FAM71D	chr14	67188364	67228543	+	40180
10828	MPP5	chr14	67241434	67336061	+	94628
10829	ATP6V1D	chr14	67337871	67359804	-	21934
10830	EIF2S1	chr14	67360327	67386516	+	26190
10831	PLEK2	chr14	67386983	67412165	-	25183
10832	MIR5694	chr14	67441854	67441930	-	77
10833	LOC105370542	chr14	67452324	67468717	-	16394
10834	TMEM229B	chr14	67470265	67533850	-	63586
10835	PLEKHH1	chr14	67533154	67589534	+	56381
10836	PIGH	chr14	67589305	67600302	-	10998
10837	LOC105370543	chr14	67600809	67609286	+	8478
10838	ARG2	chr14	67619919	67651708	+	31790
10839	VTI1B	chr14	67647084	67674632	-	27549
10840	RDH11	chr14	67676799	67695764	-	18966
10841	RDH12	chr14	67701885	67734451	+	32567
10842	ZFYVE26	chr14	67728891	67816590	-	87700
10843	RAD51B	chr14	67819778	68683118	+	863341
10844	LOC105370546	chr14	68124900	68167672	-	42773
10845	LOC107984679	chr14	68375937	68383907	-	7971
10846	LOC101927971	chr14	68388336	68406693	-	18358
10847	LOC107984016	chr14	68605395	68611732	-	6338
10848	LOC100996664	chr14	68625526	68628787	-	3262
10849	LOC105370547	chr14	68721669	68736994	+	15326
10850	LOC107984647	chr14	68742405	68749732	-	7328
10851	LOC107984709	chr14	68773512	68780963	-	7452
10852	ZFP36L1	chr14	68787654	68796243	-	8590
10853	ACTN1	chr14	68874122	68937178	-	63057
10854	ACTN1-AS1	chr14	68979681	68987463	+	7783
10855	DCAF5	chr14	69050922	69115836	-	64915
10856	LOC105370550	chr14	69183017	69260567	-	77551
10857	EXD2	chr14	69191476	69244020	+	52545
10858	GALNT16	chr14	69260157	69357042	+	96886
10859	LOC105370549	chr14	69297673	69301370	-	3698
10860	ERH	chr14	69380127	69398299	-	18173
10861	SLC39A9	chr14	69398373	69462390	+	64018
10862	PLEKHD1	chr14	69467743	69531551	+	63809
10863	CCDC177	chr14	69569798	69574871	-	5074
10864	SUSD6	chr14	69611595	69715144	+	103550
10865	LOC100289511	chr14	69766282	69767713	-	1432
10866	SRSF5	chr14	69767111	69772005	+	4895
10867	SLC10A1	chr14	69775415	69797241	-	21827
10868	LOC100506358	chr14	69811759	69815967	+	4209
10869	SMOC1	chr14	69879387	70032366	+	152980
10870	SNORD169	chr14	69978132	69978196	+	65
10871	SLC8A3	chr14	70044216	70081348	-	37133
10872	LOC646548	chr14	70187107	70232583	+	45477
10873	LOC107984686	chr14	70208215	70223418	-	15204
10874	ADAM21P1	chr14	70245752	70247801	-	2050
10875	LOC101928046	chr14	70256151	70315231	+	59081
10876	LOC105370552	chr14	70256361	70257866	-	1506
10877	COX16	chr14	70325080	70359683	-	34604
10878	SYNJ2BP-COX16	chr14	70325080	70417090	-	92011
10879	SYNJ2BP	chr14	70366498	70417090	-	50593
10880	ADAM21	chr14	70452173	70459905	+	7733
10881	ADAM20P1	chr14	70468875	70483756	-	14882
10882	ADAM20	chr14	70520816	70564742	-	43927
10883	LOC105370556	chr14	70535014	70538872	+	3859
10884	MED6	chr14	70583220	70600690	-	17471
10885	LOC101928075	chr14	70608797	70641298	-	32502
10886	TTC9	chr14	70641915	70675366	+	33452
10887	LINC01269	chr14	70698697	70712153	+	13457
10888	MAP3K9	chr14	70722525	70809513	-	86989
10889	LOC100506411	chr14	70809899	70816935	+	7037
10890	PCNX1	chr14	70907442	71115381	+	207940
10891	LOC105370557	chr14	70932063	70959278	-	27216
10892	LOC107984695	chr14	71172545	71189072	-	16528
10893	LOC105370706	chr14	71190250	71228231	-	37982
10894	LOC107984654	chr14	71286675	71295355	+	8681
10895	LOC102724015	chr14	71292728	71321866	-	29139
10896	SIPA1L1	chr14	71320475	71741209	+	420735
10897	SNORD56B	chr14	71398336	71398407	+	72
10898	LOC145474	chr14	71487860	71489714	+	1855
10899	RGS6	chr14	71932438	72632478	+	700041
10900	LOC105370559	chr14	72382619	72419888	-	37270
10901	MIR7843	chr14	72516819	72516898	+	80
10902	DPF3	chr14	72619295	72894116	-	274822
10903	LOC107984711	chr14	72897370	72908342	-	10973
10904	DCAF4	chr14	72926336	72962098	+	35763
10905	ZFYVE1	chr14	72969450	73027136	-	57687
10906	LOC105370560	chr14	73027699	73059459	-	31761
10907	RBM25	chr14	73058533	73123899	+	65367
10908	PSEN1	chr14	73136506	73223691	+	87186
10909	PAPLN	chr14	73235840	73274623	+	38784
10910	LOC101928123	chr14	73244017	73246001	-	1985
10911	NUMB	chr14	73275209	73458580	-	183372
10912	LOC101928143	chr14	73460934	73463642	-	2709
10913	HEATR4	chr14	73478483	73558947	-	80465
10914	RIOX1	chr14	73490932	73493394	+	2463
10915	ACOT1	chr14	73537142	73543796	+	6655
10916	ACOT2	chr14	73567619	73575658	+	8040
10917	ACOT4	chr14	73591705	73595766	+	4062
10918	ACOT6	chr14	73610944	73619888	+	8945
10919	DNAL1	chr14	73644985	73703732	+	58748
10920	PNMA1	chr14	73711782	73714384	-	2603
10921	ELMSAN1	chr14	73715121	73790285	-	75165
10922	MIR4505	chr14	73758746	73758819	+	74
10923	LOC100506476	chr14	73787359	73803628	+	16270
10924	LINC02274	chr14	73822558	73830135	-	7578
10925	PTGR2	chr14	73851830	73885726	+	33897
10926	ZNF410	chr14	73886858	73932521	+	45664
10927	FAM161B	chr14	73932030	73950291	-	18262
10928	COQ6	chr14	73949939	73963460	+	13522
10929	ENTPD5	chr14	73957915	74019288	-	61374
10930	BBOF1	chr14	74019349	74078351	+	59003
10931	ALDH6A1	chr14	74056846	74084453	-	27608
10932	LIN52	chr14	74084891	74128669	+	43779
10933	LOC105370563	chr14	74096453	74141628	-	45176
10934	LOC105370564	chr14	74211575	74217336	-	5762
10935	VSX2	chr14	74239448	74262738	+	23291
10936	ABCD4	chr14	74285268	74302934	-	17667
10937	VRTN	chr14	74303075	74360008	+	56934
10938	SYNDIG1L	chr14	74405892	74477080	-	71189
10939	NPC2	chr14	74479934	74493512	-	13579
10940	MIR4709	chr14	74480132	74480204	-	73
10941	ISCA2	chr14	74493764	74497106	+	3343
10942	LTBP2	chr14	74498182	74612593	-	114412
10943	LOC101928352	chr14	74613184	74616668	+	3485
10944	LOC105370567	chr14	74651275	74657679	-	6405
10945	AREL1	chr14	74661255	74713080	-	51826
10946	FCF1	chr14	74713143	74738620	+	25478
10947	YLPM1	chr14	74763315	74837318	+	74004
10948	LOC105370569	chr14	74839192	74842019	+	2828
10949	PROX2	chr14	74855096	74876663	-	21568
10950	DLST	chr14	74881915	74903743	+	21829
10951	RPS6KL1	chr14	74903953	74923282	-	19330
10952	PGF	chr14	74941829	74955764	-	13936
10953	LOC107984689	chr14	74944285	74945922	+	1638
10954	LOC107984690	chr14	74946414	74950227	+	3814
10955	EIF2B2	chr14	75002920	75012366	+	9447
10956	MLH3	chr14	75013763	75051532	-	37770
10957	ACYP1	chr14	75053242	75069490	-	16249
10958	ZC2HC1C	chr14	75069627	75078096	+	8470
10959	NEK9	chr14	75079352	75127048	-	47697
10960	TMED10	chr14	75131468	75176612	-	45145
10961	FOS	chr14	75278827	75282230	+	3404
10962	LINC01220	chr14	75294403	75296410	+	2008
10963	LOC101928377	chr14	75423666	75427690	-	4025
10964	JDP2	chr14	75427723	75474107	+	46385
10965	LOC105370572	chr14	75515283	75519774	+	4492
10966	BATF	chr14	75522468	75546992	+	24525
10967	LOC107984652	chr14	75556023	75569572	-	13550
10968	LOC107984653	chr14	75558170	75559918	+	1749
10969	LOC102724153	chr14	75574900	75579588	-	4689
10970	FLVCR2	chr14	75578619	75648167	+	69549
10971	ERG28	chr14	75649790	75660876	-	11087
10972	TTLL5	chr14	75661245	75955079	+	293835
10973	TGFB3	chr14	75958060	75983011	-	24952
10974	IFT43	chr14	75985752	76084073	+	98322
10975	LOC105370573	chr14	76079435	76082288	-	2854
10976	GPATCH2L	chr14	76151911	76214473	+	62563
10977	LOC105370575	chr14	76228589	76310808	-	82220
10978	ESRRB	chr14	76404346	76501839	+	97494
10979	LOC105370576	chr14	76590664	76596082	-	5419
10980	LOC105370577	chr14	76709921	76719000	-	9080
10981	VASH1	chr14	76761456	76783017	+	21562
10982	VASH1-AS1	chr14	76781732	76786724	-	4993
10983	ANGEL1	chr14	76786008	76812882	-	26875
10984	LRRC74A	chr14	76826384	76870302	+	43919
10985	LINC01629	chr14	76959637	76965802	+	6166
10986	IRF2BPL	chr14	77024542	77028708	-	4167
10987	LOC107984638	chr14	77027790	77029281	+	1492
10988	LOC105370579	chr14	77030054	77035652	-	5599
10989	LINC02288	chr14	77041048	77069503	+	28456
10990	LINC02289	chr14	77069179	77076191	-	7013
10991	CIPC	chr14	77098257	77117287	+	19031
10992	ZDHHC22	chr14	77131269	77140744	-	9476
10993	TMEM63C	chr14	77181797	77259495	+	77699
10994	NGB	chr14	77265490	77271312	-	5823
10995	MIR1260A	chr14	77266217	77266290	+	74
10996	POMT2	chr14	77274955	77320885	-	45931
10997	GSTZ1	chr14	77324415	77331595	+	7181
10998	TMED8	chr14	77335028	77377094	-	42067
10999	SAMD15	chr14	77377377	77391300	+	13924
11000	NOXRED1	chr14	77394168	77426013	-	31846
11001	VIPAS39	chr14	77426674	77457727	-	31054
11002	AHSA1	chr14	77457866	77469472	+	11607
11003	ISM2	chr14	77474393	77498816	-	24424
11004	SPTLC2	chr14	77535599	77616663	-	81065
11005	ALKBH1	chr14	77672403	77708038	-	35636
11006	SLIRP	chr14	77708070	77717598	+	9529
11007	SNW1	chr14	77717598	77761156	-	43559
11008	C14orf178	chr14	77760767	77769742	+	8976
11009	ADCK1	chr14	77850777	77933952	+	83176
11010	LOC105370581	chr14	77966161	77968056	+	1896
11011	LOC105370589	chr14	78703134	78709993	-	6860
11012	LOC107984629	chr14	78886505	78895120	-	8616
11013	LOC105370588	chr14	79071829	79095004	-	23176
11014	LOC105370586	chr14	79199981	79201632	+	1652
11015	LOC112268125	chr14	79241421	79255599	-	14179
11016	NRXN3	chr14	79279379	79868291	+	588913
11017	LOC105370583	chr14	79595142	79635174	-	40033
11018	LOC105370582	chr14	79873605	79917520	-	43916
11019	LOC107984630	chr14	79942589	79970839	+	28251
11020	LOC112267892	chr14	79970783	79977688	-	6906
11021	LOC105370590	chr14	79982397	79987108	-	4712
11022	LOC105370591	chr14	80147479	80153662	+	6184
11023	LOC105370593	chr14	80167413	80188856	-	21444
11024	DIO2	chr14	80197525	80231057	-	33533
11025	DIO2-AS1	chr14	80211418	80455467	+	244050
11026	CEP128	chr14	80489878	80959501	-	469624
11027	TSHR	chr14	80954988	81146301	+	191314
11028	LOC105370596	chr14	81014065	81026782	-	12718
11029	LOC101928462	chr14	81052776	81099831	-	47056
11030	LOC105370594	chr14	81167630	81171831	+	4202
11031	GTF2A1	chr14	81175451	81221390	-	45940
11032	SNORA79	chr14	81202694	81202834	-	141
11033	LOC101928504	chr14	81221217	81223380	+	2164
11034	STON2	chr14	81260651	81436465	-	175815
11035	LINC02308	chr14	81441986	81450157	-	8172
11036	SEL1L	chr14	81471546	81533853	-	62308
11037	LINC01467	chr14	81605346	81623061	-	17716
11038	LINC02311	chr14	81734611	81743138	-	8528
11039	LOC107984704	chr14	81743803	81839848	+	96046
11040	LOC105370598	chr14	81811474	81820083	-	8610
11041	LOC105370599	chr14	82420183	82428619	+	8437
11042	LINC02301	chr14	82642631	82706825	+	64195
11043	LOC105370600	chr14	83012116	83039643	-	27528
11044	LOC107984645	chr14	83205008	83226317	+	21310
11045	LOC105370601	chr14	83281882	83307472	+	25591
11046	LINC02305	chr14	83906817	83915360	-	8544
11047	LOC105370603	chr14	84216851	84299016	-	82166
11048	LOC105370604	chr14	85188927	85194702	-	5776
11049	SNORD3P3	chr14	85271931	85272061	+	131
11050	LINC02329	chr14	85387274	85388765	+	1492
11051	LINC00911	chr14	85393878	85420074	+	26197
11052	LOC100506731	chr14	85522054	85530313	-	8260
11053	FLRT2	chr14	85530066	85628696	+	98631
11054	LINC02328	chr14	85934677	86129778	+	195102
11055	LINC02316	chr14	86001931	86062980	-	61050
11056	LINC02309	chr14	86331582	86357640	+	26059
11057	LINC01148	chr14	86905777	86922755	+	16979
11058	LOC105370608	chr14	87033372	87034140	-	769
11059	LINC02296	chr14	87344645	87613463	-	268819
11060	LOC107984691	chr14	87448415	87462534	+	14120
11061	LINC02330	chr14	87634378	87655294	-	20917
11062	GALC	chr14	87933013	87993665	-	60653
11063	GPR65	chr14	88005134	88014811	+	9678
11064	LOC107984669	chr14	88007362	88010382	-	3021
11065	LINC01147	chr14	88018604	88026312	-	7709
11066	LINC01146	chr14	88024549	88087346	+	62798
11067	LOC107984699	chr14	88142580	88145362	+	2783
11068	LOC105370613	chr14	88156116	88161181	-	5066
11069	LOC105370612	chr14	88160636	88180198	+	19563
11070	KCNK10	chr14	88180107	88270911	-	90805
11071	SPATA7	chr14	88385672	88470350	+	84679
11072	PTPN21	chr14	88465777	88555007	-	89231
11073	LOC105370614	chr14	88513395	88515502	+	2108
11074	ZC3H14	chr14	88563036	88627596	+	64561
11075	EML5	chr14	88612430	88792953	-	180524
11076	TTC8	chr14	88824650	88881079	+	56430
11077	LOC105370615	chr14	89039686	89075535	+	35850
11078	FOXN3	chr14	89156176	89619165	-	462990
11079	LOC101928817	chr14	89349367	89365008	+	15642
11080	FOXN3-AS1	chr14	89417353	89419793	+	2441
11081	LOC107984635	chr14	89427549	89431072	+	3524
11082	FOXN3-AS2	chr14	89576215	89577477	+	1263
11083	LOC105370617	chr14	89619278	89643614	+	24337
11084	LOC105370616	chr14	89628920	89631566	-	2647
11085	EFCAB11	chr14	89923276	89954730	-	31455
11086	TDP1	chr14	89955368	90044764	+	89397
11087	KCNK13	chr14	90061993	90185853	+	123861
11088	PSMC1	chr14	90256552	90275429	+	18878
11089	NRDE2	chr14	90267859	90331941	-	64083
11090	LOC105370618	chr14	90364399	90368921	+	4523
11091	CALM1	chr14	90396501	90408275	+	11775
11092	LINC02317	chr14	90452062	90455117	-	3056
11093	LINC00642	chr14	90455229	90458905	+	3677
11094	LOC105370619	chr14	90515805	90517209	-	1405
11095	TTC7B	chr14	90524563	90816430	-	291868
11096	LOC101928909	chr14	90642628	90648891	+	6264
11097	LOC105370622	chr14	90697332	90699374	+	2043
11098	LINC02321	chr14	90819439	90828175	-	8737
11099	RPS6KA5	chr14	90847860	91060641	-	212782
11100	DGLUCY	chr14	91114072	91167723	+	53652
11101	SNORA11B	chr14	91126425	91126552	+	128
11102	GPR68	chr14	91232531	91242506	-	9976
11103	CCDC88C	chr14	91271322	91313160	-	41839
11104	LOC107984673	chr14	91369494	91373403	+	3910
11105	LOC105370624	chr14	91378639	91401227	-	22589
11106	LOC105370625	chr14	91418192	91437690	+	19499
11107	PPP4R3A	chr14	91457136	91510310	-	53175
11108	LOC101928957	chr14	91520514	91577823	-	57310
11109	CATSPERB	chr14	91580697	91732086	-	151390
11110	TC2N	chr14	91779745	91867536	-	87792
11111	FBLN5	chr14	91869410	91947702	-	78293
11112	TRIP11	chr14	91965990	92040059	-	74070
11113	ATXN3	chr14	92058551	92106621	-	48071
11114	NDUFB1	chr14	92116122	92121706	-	5585
11115	CPSF2	chr14	92121968	92172145	+	50178
11116	LOC105370627	chr14	92304413	92319650	+	15238
11117	SLC24A4	chr14	92408384	92484920	+	76537
11118	LOC105370707	chr14	92508764	92513647	-	4884
11119	RIN3	chr14	92513772	92688994	+	175223
11120	LGMN	chr14	92703808	92748627	-	44820
11121	GOLGA5	chr14	92794304	92839947	+	45644
11122	LINC02833	chr14	92890508	92893792	+	3285
11123	LINC02287	chr14	92905696	92907482	-	1787
11124	CHGA	chr14	92922593	92935293	+	12701
11125	ITPK1	chr14	92939722	93036974	-	97253
11126	ITPK1-AS1	chr14	93067451	93072152	+	4702
11127	MOAP1	chr14	93182198	93184897	-	2700
11128	TMEM251	chr14	93184973	93188463	+	3491
11129	GON7	chr14	93202893	93207065	-	4173
11130	UBR7	chr14	93207055	93229215	+	22161
11131	BTBD7	chr14	93237549	93333036	-	95488
11132	UNC79	chr14	93333181	93707876	+	374696
11133	COX8C	chr14	93347181	93348356	+	1176
11134	PRIMA1	chr14	93718297	93789029	-	70733
11135	LOC105370631	chr14	93880425	93885781	+	5357
11136	FAM181A-AS1	chr14	93904729	93926372	-	21644
11137	FAM181A	chr14	93926901	93929608	+	2708
11138	ASB2	chr14	93934159	93976739	-	42581
11139	MIR4506	chr14	93948225	93948302	-	78
11140	LOC107984663	chr14	93983083	93990628	-	7546
11141	CCDC197	chr14	93997300	94011695	+	14396
11142	OTUB2	chr14	94026339	94048930	+	22592
11143	DDX24	chr14	94048286	94081202	-	32917
11144	IFI27L1	chr14	94097685	94102709	+	5025
11145	IFI27	chr14	94110735	94116690	+	5956
11146	IFI27L2	chr14	94127780	94129604	-	1825
11147	LOC105370634	chr14	94144664	94157293	-	12630
11148	PPP4R4	chr14	94211186	94279656	+	68471
11149	SERPINA10	chr14	94283315	94293182	-	9868
11150	SERPINA6	chr14	94304247	94323336	-	19090
11151	SERPINA2	chr14	94364317	94366702	-	2386
11152	SERPINA1	chr14	94376746	94390635	-	13890
11153	SERPINA11	chr14	94442437	94452857	-	10421
11154	LOC105370635	chr14	94460005	94462642	+	2638
