X.scratch.Users.dara6367.SR2022.day7.bam.RNA.Human.Caffeine.1.sorted.bam	X.scratch.Users.dara6367.SR2022.day7.bam.RNA.Human.Caffeine.2.sorted.bam	X.scratch.Users.dara6367.SR2022.day7.bam.RNA.Human.Ethanol.1.sorted.bam	X.scratch.Users.dara6367.SR2022.day7.bam.RNA.Human.Ethanol.2.sorted.bam	X.scratch.Users.dara6367.SR2022.day7.bam.RNA.Human.Nicotine.1.sorted.bam	X.scratch.Users.dara6367.SR2022.day7.bam.RNA.Human.Nicotine.2.sorted.bam	X.scratch.Users.dara6367.SR2022.day7.bam.RNA.Human.Water.1.sorted.bam	X.scratch.Users.dara6367.SR2022.day7.bam.RNA.Human.Water.2.sorted.bam
RAB27A	1855	2501	1436	1363	2741	2365	1283	1034
PIGBOS1	334	453	281	228	431	378	183	191
PIGB	1831	2431	1364	1266	2415	2243	1090	941
CCPG1	1618	2027	1048	1094	2042	1763	952	738
DNAAF4-CCPG1	1630	2065	1054	1104	2073	1779	960	746
MIR628	0	0	0	0	0	0	0	0
C15orf65	37	44	18	13	26	27	8	5
DNAAF4	12	37	6	10	32	16	7	8
LOC107984745	0	0	0	0	0	0	0	0
PYGO1	0	1	1	0	2	0	0	0
PRTG	2	0	0	0	0	4	0	0
NEDD4	333	431	263	243	590	434	251	182
RFX7	2973	4005	2687	2718	5136	4602	2367	1954
TEX9	3505	4753	3040	3156	5646	5132	2733	2068
MNS1	63	132	47	69	126	90	36	52
LOC105370831	5	3	2	2	4	1	1	1
LOC105370832	0	3	0	0	4	0	0	0
ZNF280D	1476	1735	1123	1049	2001	1663	931	760
LOC105370833	10	9	8	8	13	11	2	8
LOC145783	142	221	129	128	203	196	117	96
TCF12	2804	3745	2388	2191	4567	4004	2193	1656
SNORD13D	0	0	0	0	0	0	0	0
LINC00926	4971	7131	3630	3377	7235	6858	3236	2541
LINC01413	0	8	3	2	4	5	3	2
CGNL1	31	52	23	15	46	39	16	16
MYZAP	1	1	0	1	3	0	0	0
GCOM1	1528	2058	1076	1027	1955	1813	881	725
POLR2M	1527	2057	1076	1026	1952	1813	880	725
LOC105370834	12	13	11	14	36	15	8	14
LOC107984724	0	0	0	0	0	0	0	1
ALDH1A2	4	1	6	1	2	0	1	0
LOC283665	0	0	0	0	0	0	0	0
AQP9	60	93	28	37	63	53	35	30
LIPC-AS1	50	52	24	36	67	72	39	49
LIPC	2	7	6	12	14	12	3	0
ADAM10	6125	8667	5122	4853	9779	8524	4619	3677
HSP90AB4P	45	72	33	36	53	77	33	26
LOC101928725	18	30	10	14	21	14	14	6
MINDY2	1827	2437	1495	1236	2819	2313	1231	966
SLTM	6919	9415	5586	5334	10319	8116	4758	4048
RNF111	2242	3063	1964	1854	3642	3085	1607	1449
CCNB2	1836	2503	1428	1240	2699	2130	1249	852
MYO1E	14793	20232	15439	14890	28759	25302	14030	11588
MIR2116	0	0	0	0	0	0	0	0
LDHAL6B	0	0	0	0	0	0	0	0
FAM81A	978	1163	1083	1013	2031	1582	968	715
GCNT3	28	37	33	31	64	67	30	29
GTF2A2	1521	2094	1741	1491	2970	2401	1223	1108
BNIP2	3285	3904	2576	2329	4737	4128	1981	1637
LOC107984803	0	0	0	0	0	0	0	0
LOC107984802	0	4	0	0	0	2	0	0
FOXB1	0	1	0	1	0	1	0	0
LOC105370838	0	2	0	0	0	0	0	0
LOC105370839	0	0	0	0	1	1	0	0
LOC105370840	0	0	0	0	0	0	0	0
ANXA2	4075	5836	3083	2892	5433	4837	2462	2271
ICE2	3155	4081	2249	2027	4549	3516	1861	1454
RORA-AS1	761	1073	583	595	1107	1035	499	430
RORA	1112	1709	919	786	1734	1537	764	612
LOC105370846	28	40	17	24	31	25	18	12
RORA-AS2	0	0	0	0	0	0	0	0
LOC105370844	0	0	0	0	0	0	0	0
LOC102724802	0	0	0	0	2	0	0	0
LOC105370842	0	0	0	0	0	0	0	0
LOC107984805	2	3	2	2	2	6	1	1
LOC105370841	0	0	0	0	0	0	0	0
LOC105370847	0	2	0	0	0	0	0	0
LOC107984782	7	4	0	1	9	1	3	2
LOC101928850	0	0	0	0	0	0	0	0
LOC107984783	0	0	0	0	0	0	0	2
LINC02349	0	0	0	0	0	0	0	0
VPS13C	12273	16451	9705	8926	18642	15987	8738	6816
LOC101928907	2	0	0	0	2	3	0	0
C2CD4A	0	0	0	1	0	0	0	0
C2CD4B	0	0	0	0	0	0	0	0
LOC107984784	0	0	1	0	0	0	0	0
GOLGA2P11	17	36	27	17	48	27	22	10
LOC105370849	14	31	14	19	31	23	9	11
LOC105370852	9	16	21	11	21	11	9	8
LOC105370851	3	4	0	1	4	1	1	0
LOC102724938	0	0	0	0	0	0	0	0
LOC105370850	9	12	13	7	17	12	8	10
MIR8067	0	0	0	0	0	0	0	0
MIR6085	0	0	0	0	0	0	0	0
TLN2	125	212	112	118	244	279	120	69
MGC15885	1	0	0	1	0	0	0	0
LOC105370855	0	0	0	0	0	2	0	0
MIR190A	0	0	0	0	0	0	0	0
LOC105370854	0	0	0	0	0	0	0	0
TPM1	36	55	25	46	96	55	29	30
TPM1-AS	0	2	0	0	0	0	0	0
LOC107984798	8	1	0	3	2	2	4	2
LACTB	671	981	541	631	1150	930	487	452
RPS27L	1904	2682	2029	1445	3129	2449	1272	1083
LOC101928972	2	0	0	0	11	2	1	0
RAB8B	5656	7611	5292	4726	9790	8292	4377	3646
APH1B	757	1087	519	475	859	783	412	316
CA12	4	2	8	1	0	1	3	0
LINC02568	4	4	0	4	0	1	0	0
USP3	6369	9300	4517	4235	8484	7778	3838	3336
USP3-AS1	225	320	157	158	296	267	155	117
FBXL22	32	52	23	16	28	28	10	9
HERC1	10807	15210	9884	9707	19577	16777	9032	7409
MIR422A	0	1	0	0	0	0	1	0
DAPK2	178	311	158	162	331	257	139	108
LOC101928988	0	0	0	0	0	3	0	0
CIAO2A	2263	3083	2016	1819	3504	3126	1518	1285
SNX1	4870	6733	4120	4015	7775	6750	3654	3106
SNX22	866	1325	1079	1041	1846	1729	922	773
PPIB	8863	12706	8959	8488	15746	13757	6696	6422
CSNK1G1	3208	4779	2778	2719	5263	4856	2450	2082
PCLAF	2638	3416	2407	2134	4345	3733	1797	1491
TRIP4	1154	1689	976	993	1702	1527	782	676
LOC105370861	4	8	4	2	3	4	4	4
ZNF609	9189	14266	7839	7430	14028	12999	6830	5700
LOC107984736	1	8	4	8	9	8	0	4
LOC101930091	0	1	0	2	2	1	1	0
OAZ2	1401	2046	1337	1190	2306	2072	1082	917
LOC107984737	93	106	79	77	216	154	80	66
RBPMS2	454	608	664	687	1064	1096	568	504
MIR1272	0	0	0	0	0	0	0	0
PIF1	2951	4048	2298	2064	4180	3684	1951	1670
PLEKHO2	2000	2925	1660	1675	3154	2827	1501	1329
ANKDD1A	577	831	890	588	1214	1163	552	478
LOC107984754	610	868	535	552	1162	922	469	396
SPG21	2022	2963	1957	1989	3833	3524	1714	1448
MTFMT	860	1294	799	875	1529	1281	662	634
SLC51B	0	0	0	0	0	0	0	0
RASL12	6	7	2	7	12	5	7	1
KBTBD13	2	2	2	0	1	1	2	1
UBAP1L	369	564	326	333	597	577	319	228
PDCD7	1274	1786	1118	1075	2028	1911	937	806
CLPX	2200	3222	1955	1781	3621	3023	1586	1424
CILP	8	5	4	5	5	3	1	2
LOC112268147	0	1	4	2	3	5	0	0
PARP16	666	974	523	476	942	893	486	367
SNORA24B	0	0	0	0	0	0	0	0
RNU5A-1	18	19	9	9	18	32	11	7
RNU5B-1	0	2	0	1	1	1	1	2
IGDCC3	0	1	3	0	0	2	0	1
IGDCC4	110	180	180	152	297	247	124	106
DPP8	2523	3253	2324	2040	3836	3309	1703	1479
HACD3	1689	2121	1538	1530	2628	2194	1330	1020
INTS14	1392	1939	1115	1195	2144	2042	943	880
SLC24A1	461	686	290	291	579	515	284	186
LOC102723464	4	14	5	7	13	9	10	1
DENND4A	7199	9267	5116	4906	9684	8345	4488	3560
SNORD13E	0	0	0	0	0	0	0	0
MIR4511	0	0	0	0	0	0	0	0
LOC105370866	179	256	127	115	250	172	110	90
RAB11A	2373	3121	2388	1963	4130	3235	1814	1414
MEGF11	15	35	15	12	56	30	13	10
LOC105370867	0	0	0	0	0	0	1	0
MIR4311	0	0	0	0	0	0	0	0
LOC105370868	43	48	26	36	55	46	32	28
DIS3L	1638	2302	1312	1463	2577	2224	1184	1015
TIPIN	753	1063	764	769	1297	1073	568	530
SCARNA14	0	0	0	0	0	0	0	0
MAP2K1	5778	8958	5634	5750	10685	9691	4923	4379
SNAPC5	470	626	450	401	736	582	284	303
MIR4512	0	0	0	0	0	0	0	0
RPL4	53980	70572	44490	38704	82819	70387	37115	31507
SNORD18C	0	0	0	0	0	0	0	0
SNORD18B	0	0	0	0	0	0	0	0
SNORD16	0	0	0	0	0	0	0	0
SNORD18A	0	0	0	0	0	0	0	0
ZWILCH	1293	1692	1246	1085	2245	1885	947	769
LCTL	6	11	6	8	9	7	2	11
LINC01169	8	8	2	8	16	18	4	5
SMAD6	23	26	5	10	22	19	13	8
LOC105370869	0	0	0	0	0	0	0	0
LOC105376718	0	0	0	0	0	0	0	0
LINC02206	0	0	0	0	0	0	0	1
LOC102723493	8	3	2	4	13	7	3	0
SMAD3	9647	15358	6283	6444	12026	12219	5820	5294
AAGAB	2063	2847	1961	1861	3500	2739	1477	1355
IQCH	28	50	32	34	52	33	23	22
IQCH-AS1	88	140	91	78	174	152	70	67
C15orf61	174	223	172	134	234	251	131	106
MAP2K5	3619	4801	2654	2616	5003	4351	2299	1952
LOC107984718	41	61	18	49	69	43	34	26
SKOR1	8	23	16	8	17	22	7	3
LOC105370870	0	0	0	0	0	0	0	0
LOC101929076	0	0	0	0	0	2	0	1
RNU6-1	0	1	1	0	0	0	0	0
PIAS1	8158	11386	6982	7383	13061	12604	6182	5269
LOC105370871	0	1	2	0	0	1	0	1
CALML4	836	1345	771	860	1258	1283	683	622
CLN6	2226	3292	2253	2596	4282	4084	1949	1960
FEM1B	2140	2873	1937	1771	3663	3004	1640	1195
ITGA11	8	7	6	1	9	15	8	3
LOC105370873	0	0	0	0	0	0	0	0
CORO2B	5	6	9	6	6	11	4	3
ANP32A	8920	12772	9397	8822	16045	13937	7254	6733
MIR4312	0	0	0	0	0	0	0	0
ANP32A-IT1	264	424	206	237	402	410	166	165
SPESP1	1	0	0	1	0	0	1	0
NOX5	0	0	2	0	0	1	0	0
EWSAT1	2	1	0	1	0	1	0	0
GLCE	112	155	119	91	246	196	90	73
LOC102723548	0	0	0	0	0	1	0	0
PAQR5	0	1	0	0	1	0	0	0
LOC145694	1	2	2	1	10	5	2	1
KIF23	2004	2518	1616	1425	2987	2184	1324	1037
RPLP1	49078	78421	44344	43113	81457	69654	35617	34658
LOC105370876	4	2	0	4	8	8	4	3
DRAIC	1	10	0	2	4	6	0	2
PCAT29	35	59	40	33	68	45	25	17
LOC107984788	5	5	3	2	13	5	3	0
LINC00593	1	2	0	0	0	0	0	0
LOC101929129	7	11	5	2	15	12	2	8
TLE3	4126	6601	2783	2796	5145	5144	2303	2202
MIR629	0	0	0	0	0	0	0	0
LOC105370877	268	401	168	179	345	270	119	132
LOC107984734	0	0	0	0	0	0	0	0
LOC105370878	0	0	0	0	0	0	0	0
LINC02205	3	7	0	1	2	2	0	0
LOC107984781	0	2	0	0	3	3	3	0
LINC02204	1	3	1	0	2	2	0	0
SALRNA3	0	0	0	0	0	0	0	0
SALRNA2	0	0	0	0	0	0	0	0
LOC107984791	0	3	2	0	0	3	1	0
UACA	171	248	149	143	268	266	144	96
LARP6	1	0	0	0	3	3	1	0
LRRC49	60	89	51	48	102	62	50	32
THAP10	49	66	31	35	94	60	44	31
LOC105370886	0	0	0	0	0	0	0	0
CT62	0	0	0	1	0	1	0	0
THSD4	32	59	24	27	48	48	18	24
THSD4-AS1	2	2	2	0	7	4	2	1
LOC105370884	0	0	0	0	0	0	0	0
LOC107984716	0	0	0	0	0	0	0	0
THSD4-AS2	0	0	0	0	0	0	0	0
NR2E3	0	0	2	0	0	0	0	0
MYO9A	2601	3424	1903	1855	3948	3383	1758	1396
LOC107984713	37	67	22	34	57	46	21	26
LOC107984714	0	0	0	0	0	0	1	0
SENP8	185	314	179	149	321	270	134	112
LOC107984715	3	11	5	4	4	13	0	4
GRAMD2A	3	10	4	7	11	8	4	5
PKM	43739	62198	45660	45163	84638	81678	41336	37275
PARP6	1568	2109	1222	1364	2470	2144	1151	864
LOC105370887	3	3	3	1	4	2	3	0
CELF6	224	345	138	148	267	264	136	94
HEXA	3147	4496	2355	2330	4541	4046	2237	1865
HEXA-AS1	27	28	17	14	39	22	12	17
TMEM202	0	0	0	0	0	0	0	0
TMEM202-AS1	319	424	231	230	364	355	181	172
LOC107983949	155	207	115	124	195	201	98	69
ARIH1	3962	5681	3395	3432	6429	5563	2838	2469
MIR630	0	0	0	0	0	0	0	0
LINC02259	9	13	1	5	3	7	3	2
LOC112268145	38	34	24	20	33	31	14	19
GOLGA6B	7	6	4	3	9	2	3	1
HIGD2B	2	5	0	0	0	3	0	2
BBS4	634	950	460	402	844	723	380	290
ADPGK	2866	3969	2402	2538	4640	4026	2133	1796
ADPGK-AS1	88	78	44	42	72	60	13	25
LOC107984801	0	0	2	3	2	0	0	0
NEO1	83	83	60	63	132	95	49	49
MIR12135	0	0	0	0	0	0	0	0
HCN4	0	0	4	0	1	0	0	0
LOC105370890	0	0	0	0	0	2	0	0
LOC107984728	0	3	1	0	2	0	1	0
REC114	5	4	3	8	7	12	1	0
NPTN	2196	3131	2106	2043	3845	3573	1885	1498
NPTN-IT1	110	159	111	107	204	171	84	73
LOC105370891	0	0	0	0	2	2	0	0
CD276	108	153	120	130	193	156	103	73
INSYN1	0	0	0	0	0	0	0	0
INSYN1-AS1	0	0	0	0	0	0	0	0
LOC105370892	0	0	0	0	0	0	0	0
LOC102723657	0	0	0	0	0	0	0	0
TBC1D21	0	0	0	0	0	0	0	0
LOXL1-AS1	1	0	0	0	1	0	1	0
LOXL1	0	0	0	2	0	0	0	0
STOML1	204	267	191	169	266	225	118	132
PML	3660	4977	3232	3087	5624	5707	2912	2381
GOLGA6A	3	3	1	2	6	1	1	1
LOC107987224	6	1	2	1	0	2	3	0
COMMD4P2	12	7	7	6	14	9	5	8
LOC283731	2	0	0	0	0	0	0	0
ISLR2	3	8	1	6	13	6	5	2
ISLR	5	0	1	2	0	2	1	2
STRA6	69	95	51	37	81	90	34	44
LOC105370893	0	0	0	0	0	0	0	0
CCDC33	0	2	2	0	3	2	1	0
CYP11A1	23	39	39	30	88	90	37	14
PPIAP46	0	0	0	0	0	1	0	0
LINC02255	6	14	15	7	11	22	13	7
SEMA7A	9671	13828	9727	10482	17522	16378	8928	8330
MIR6881	0	0	0	0	0	0	0	0
UBL7	1563	2091	1100	1188	1991	1947	980	847
UBL7-AS1	544	743	385	406	810	660	302	302
LOC102723714	63	116	44	44	84	108	34	42
ARID3B	4099	6461	4092	4287	7936	7586	3749	3391
LOC102723750	21	62	47	17	50	58	40	29
CLK3	2423	3552	2450	2232	4533	4273	2142	1780
EDC3	2334	3217	1923	2136	3562	3358	1689	1586
CYP1A1	23	22	96	58	143	128	65	67
CYP1A2	0	0	1	1	4	2	1	2
CSK	9300	14025	8745	8887	16968	16354	7926	7247
MIR4513	9	10	8	8	2	8	3	5
LMAN1L	17	22	14	3	15	18	13	14
CPLX3	4	4	4	7	9	7	4	2
LOC105370897	0	0	0	0	2	0	1	0
ULK3	560	847	534	552	970	1001	499	441
MIR6882	0	0	0	0	0	0	0	0
SCAMP2	3721	4970	3192	3157	5893	6045	3022	2431
MPI	1082	1539	1127	989	2081	1914	947	756
FAM219B	1210	1695	941	920	1911	1752	876	790
COX5A	4209	6522	4884	4404	7928	7536	3490	3051
RPP25	158	207	188	154	347	279	139	114
LOC107984731	0	0	0	0	0	0	0	0
SCAMP5	357	548	292	353	676	612	258	245
PPCDC	1467	2209	768	698	1522	1472	690	653
LOC107987225	0	7	3	1	2	0	4	2
LOC107984772	3	6	5	2	8	6	1	4
C15orf39	5641	8033	3636	4205	7353	8098	3580	3172
LOC105376731	0	0	0	0	0	0	0	0
GOLGA6C	6	4	1	5	8	7	0	2
GOLGA6D	4	4	1	6	4	1	0	3
COMMD4	1269	1871	1048	1056	1895	1804	882	848
NEIL1	871	1329	627	604	1327	1205	622	468
MIR631	15	28	12	21	21	48	20	5
MAN2C1	2458	3746	2426	2384	4993	4507	2210	1954
SIN3A	3299	4673	2772	2692	5588	4925	2363	2085
PTPN9	1897	3062	1672	1730	3029	2673	1421	1268
LOC105370902	33	36	13	12	24	32	16	12
SNUPN	810	1084	708	653	1286	1048	629	498
IMP3	864	1344	1019	1005	1518	1734	729	753
SNX33	77	95	61	72	132	112	74	37
CSPG4	42	42	35	36	58	68	27	33
ODF3L1	5	1	1	1	3	3	1	1
DNM1P35	84	99	62	44	112	110	53	31
LOC101929408	10	17	18	6	19	10	1	5
MIR4313	3	2	0	0	0	0	0	0
LOC441728	0	3	0	1	0	1	0	0
UBE2Q2	1613	2197	1308	1143	2485	1913	1100	941
FBXO22	1889	2381	2035	1704	3284	2740	1464	1247
NRG4	99	166	85	109	213	152	99	99
TMEM266	166	216	129	166	289	196	127	127
LOC101929439	0	1	1	0	3	1	1	1
ETFA	4648	6159	4035	3912	7701	6533	3531	3048
TYRO3P	11	19	5	12	13	19	6	10
ISL2	190	340	202	170	323	340	178	133
SCAPER	3637	5143	2955	2980	5729	4958	2625	2113
MIR3713	0	0	0	0	0	0	0	0
RCN2	776	1018	630	570	1292	998	573	441
LOC105370904	0	0	0	1	0	0	1	0
PSTPIP1	1295	1819	1223	1112	2354	1932	1035	911
TSPAN3	2208	2847	1762	1560	3072	2755	1483	1276
PEAK1	2096	2686	1935	1746	3454	2931	1756	1216
LINC00597	11	29	10	16	32	33	21	10
HMG20A	3582	4739	2888	2695	5206	4614	2576	1968
LOC101929457	5	11	4	3	6	11	5	3
LOC105370906	4	8	9	9	10	14	3	2
LINGO1	3	3	2	6	15	12	2	1
LINGO1-AS1	0	1	0	0	2	1	0	0
LINGO1-AS2	0	0	0	0	0	0	0	0
LOC645752	0	1	0	0	0	0	0	0
COMMD4P1	7	3	20	2	14	9	0	3
LOC91450	10	27	14	14	19	22	10	11
TBC1D2B	3891	5409	3054	2759	5920	5323	2726	2244
SH2D7	0	1	0	0	0	0	0	0
CIB2	68	99	83	79	124	126	60	51
IDH3A	2517	3527	2997	3106	5504	5053	2461	2300
ACSBG1	8	13	9	7	17	17	11	14
LOC105370911	0	0	0	0	0	0	0	0
DNAJA4	282	336	339	293	592	510	252	247
LOC105370910	21	33	27	25	36	33	26	16
WDR61	1022	1409	1057	1004	1857	1559	779	700
CRABP1	0	0	0	0	1	0	0	0
LOC105370912	0	0	0	0	0	0	0	0
IREB2	3507	4540	3139	3076	6212	5014	2698	2151
HYKK	63	77	62	49	102	78	47	23
PSMA4	4254	5500	4258	4278	7838	7103	3278	2972
CHRNA5	302	402	335	316	710	572	278	263
CHRNA3	0	5	0	2	3	2	0	1
CHRNB4	0	0	0	0	3	0	0	2
LOC112268142	0	0	1	0	1	4	0	0
LOC105370913	3	1	0	1	3	4	2	1
LOC646938	0	0	0	0	0	0	0	0
LOC112268143	0	0	0	0	2	0	2	0
ADAMTS7	137	142	84	93	221	176	124	81
MORF4L1	6672	8935	6829	5772	12075	9582	5079	4553
CTSH	6265	8788	6778	7173	12198	12112	5786	5454
RASGRF1	245	305	240	240	495	422	219	190
LOC100129540	81	80	103	116	217	168	100	94
LOC105370917	8	9	11	9	24	21	11	11
LOC107984750	0	0	0	0	0	0	0	0
ANKRD34C-AS1	3	4	3	0	1	1	4	3
MIR184	0	0	0	0	0	0	0	0
ANKRD34C	1	0	0	0	0	1	0	0
TMED3	2097	2942	1687	1760	3137	2847	1430	1394
MINAR1	657	885	568	478	1002	874	458	387
LOC105370918	0	0	0	0	1	1	1	0
LOC105370919	0	0	0	3	1	2	0	0
MTHFS	849	1189	817	804	1429	1320	638	601
ST20-MTHFS	2533	3544	2238	1997	3821	3565	1768	1516
ST20	1983	2954	1712	1524	2898	2737	1379	1159
ST20-AS1	67	87	51	67	118	85	46	36
BCL2A1	1666	2107	1879	1621	3125	2781	1319	1141
ZFAND6	5901	8431	5111	4869	9865	8607	4432	3628
FAH	680	797	861	755	1523	1293	646	564
CTXND1	0	0	0	0	1	0	0	1
LINC00927	0	0	0	0	0	1	1	2
LOC101929560	0	0	0	0	1	0	0	0
ARNT2	3	4	6	3	0	3	2	1
LOC101929586	0	0	0	0	0	0	0	0
MIR5572	0	0	0	0	0	0	0	0
ABHD17C	122	175	123	91	237	183	114	110
MIR549A	0	0	0	0	0	0	0	0
CEMIP	0	3	0	1	1	1	1	1
LOC107984749	33	73	27	41	81	97	37	31
MESD	1806	2435	1560	1476	2712	2458	1235	1059
MIR4514	0	2	1	2	4	5	2	0
TLNRD1	945	1559	776	836	1542	1588	721	628
CFAP161	5	8	0	4	11	3	1	0
IL16	8736	11483	5469	4936	9955	9175	4826	3913
STARD5	275	421	235	273	508	489	229	257
TMC3-AS1	682	1052	602	524	993	849	480	360
TMC3	0	3	0	0	3	1	0	1
LOC102723985	0	0	2	2	3	0	2	0
LOC105370921	3	5	0	1	6	7	0	1
LOC102724001	0	0	0	0	0	0	0	0
LOC105370922	1	2	2	2	4	3	2	0
LOC105370923	0	0	0	0	0	1	0	0
MEX3B	25	22	18	17	32	27	16	4
LINC01583	0	0	0	0	0	0	0	0
LOC105370924	0	0	0	1	0	0	0	0
EFL1	783	1081	653	653	1239	961	560	486
SAXO2	633	702	432	439	775	675	367	295
ADAMTS7P1	15	25	6	8	13	22	14	5
GOLGA6L10	138	205	139	97	227	197	110	84
UBE2Q2P2	960	1587	935	821	1751	1502	846	704
GOLGA6L9	358	471	295	245	511	441	286	198
LOC102724034	1	0	0	0	0	1	0	0
GOLGA2P10	1348	1983	1284	1153	2343	2095	1074	933
LOC105370926	0	3	1	1	1	0	4	0
GOLGA6L17P	32	78	44	36	75	64	25	27
RPS17	35597	48712	39161	27867	55089	45795	23296	20924
CPEB1	25	33	8	10	32	26	23	9
CPEB1-AS1	3	7	5	0	7	5	5	3
AP3B2	25	33	14	22	22	26	10	15
LOC338963	3	4	3	4	5	2	2	1
ACTG1P17	217	302	166	134	295	293	142	128
SNHG21	250	409	192	210	443	328	186	166
FSD2	25	29	62	37	74	59	31	27
SCARNA15	0	0	0	0	0	0	0	0
WHAMM	1050	1661	1034	892	1811	1709	832	616
HOMER2	258	396	139	167	311	263	135	147
LOC105370928	0	1	2	0	2	0	1	1
RAMAC	606	829	574	558	1110	886	476	389
C15orf40	596	816	460	459	872	736	411	292
BTBD1	3299	4498	3204	2798	5434	4801	2333	2039
MIR4515	0	0	0	0	0	0	0	0
TM6SF1	865	1129	544	523	1032	934	455	369
HDGFL3	1624	2295	1560	1538	2935	2372	1356	1079
BNC1	1	0	0	0	0	0	0	0
LOC105370932	0	0	1	1	0	2	0	0
LOC105370933	0	0	0	0	0	0	0	0
LOC105370934	0	0	0	0	0	0	0	0
SH3GL3	0	3	3	0	2	2	1	1
ADAMTSL3	77	75	40	43	90	75	30	18
LOC105370935	0	0	0	0	0	0	0	0
EFL1P1	8	18	23	21	32	16	7	8
DNM1P41	0	0	3	0	0	0	0	0
UBE2Q2L	2	4	5	4	6	0	2	0
LOC440300	29	20	6	10	8	12	8	6
GOLGA2P7	970	1496	943	914	1593	1605	748	700
LOC105376724	0	0	2	0	0	0	4	0
GOLGA6L4	111	134	83	59	157	115	53	46
LOC105370936	0	1	2	1	0	0	3	0
LOC102724093	116	169	98	70	175	143	80	66
LOC105376722	17	17	15	7	16	19	7	9
LOC103171574	2	2	1	0	0	0	1	0
LOC102724117	152	206	117	89	247	171	90	57
LOC102724135	722	992	670	646	1150	1050	577	520
LOC105370946	0	1	0	1	0	0	1	0
LOC112267869	0	1	6	6	9	3	2	0
GOLGA6L5P	114	169	110	84	220	146	65	35
UBE2Q2P1	29	47	15	16	42	40	24	14
LINC00933	0	2	1	0	0	0	0	0
LOC105370947	0	0	0	0	0	1	0	1
ZSCAN2	97	123	52	66	121	116	46	51
SCAND2P	236	306	157	165	323	254	127	121
WDR73	836	1157	575	538	1093	819	506	420
NMB	17	23	18	18	25	24	20	12
SEC11A	3070	4424	2554	2379	4815	3863	2040	1819
ZNF592	2269	3211	1865	1881	3522	3218	1580	1302
ALPK3	22	22	19	19	26	23	10	6
SLC28A1	3	4	0	5	2	7	2	1
PDE8A	3446	5304	3069	2963	5872	5450	2773	2454
LOC101929479	416	657	477	378	709	689	364	309
LOC105370948	0	1	1	1	0	0	1	0
GOLGA6L3	12	13	6	6	18	9	3	1
LOC102724393	0	1	2	0	1	1	0	0
MIR7706	0	0	0	0	0	0	0	0
AKAP13	16030	23370	12802	12459	24047	21431	11421	9720
LOC101929679	12	9	7	21	18	18	5	9
KLHL25	203	298	255	274	448	403	184	244
MIR1276	0	0	0	0	0	0	0	0
MIR548AP	0	0	0	0	0	0	0	0
LOC105370952	0	0	0	0	0	0	0	0
LOC105370953	0	0	0	0	0	0	0	0
AGBL1	9	12	14	3	11	7	0	1
LINC01584	0	0	0	0	0	2	0	0
AGBL1-AS1	0	0	0	0	0	0	0	0
LOC105370954	0	0	0	0	0	0	0	0
LOC102724452	0	0	0	0	0	4	0	0
LOC105370955	0	0	0	0	0	0	0	0
LOC107984735	0	0	0	0	3	0	0	0
LOC105370956	5	16	7	2	20	9	10	4
LOC102724465	6	1	10	16	9	10	4	6
LINC00052	0	0	0	0	0	0	0	0
NTRK3	0	0	1	0	0	5	1	3
MIR11181	0	0	0	0	0	0	0	0
NTRK3-AS1	0	0	0	0	0	0	0	0
LOC105370957	0	0	0	0	0	0	0	0
LOC105370958	0	0	0	0	0	0	0	0
LOC105370959	0	0	2	0	0	0	0	0
MRPL46	452	678	487	446	869	729	400	341
MRPS11	718	970	550	596	1075	957	504	490
DET1	402	623	311	310	564	490	275	216
LINC01586	0	0	0	0	0	0	0	0
AEN	1202	1610	1183	1245	2212	2027	1063	975
MIR1179	0	0	0	0	0	0	0	0
MIR7-2	0	0	0	0	0	0	0	0
MIR3529	0	0	0	0	0	0	0	0
ISG20	3957	6554	2210	2997	4553	5114	2208	2163
LOC105370960	0	0	0	0	0	1	0	0
ACAN	0	0	0	0	2	0	1	1
HAPLN3	96	169	109	132	225	230	91	81
MFGE8	164	268	137	88	232	216	99	106
LOC102724566	0	0	1	0	0	0	0	0
ABHD2	1028	1472	919	881	1505	1555	781	676
LOC112268155	1	0	0	0	2	3	2	1
RLBP1	0	0	0	0	1	0	0	0
FANCI	5641	7198	4940	4512	9285	8301	4278	3192
POLG	2280	3211	2030	2039	3806	3298	1895	1655
MIR6766	0	0	0	0	0	0	0	0
MIR9-3HG	6	16	5	3	7	5	0	3
MIR9-3	0	0	0	0	0	0	0	0
LOC107984777	0	0	0	0	0	0	0	0
LOC105371031	132	239	112	110	173	187	80	100
LOC105370964	1	0	0	0	1	0	0	0
LOC112268153	10	18	10	15	16	16	6	5
RHCG	0	1	0	1	0	1	0	0
LINC00928	2	1	0	0	0	0	0	0
TICRR	1381	1749	1346	1280	2596	2161	1167	919
KIF7	33	34	21	36	61	32	21	23
PLIN1	34	29	17	13	38	55	19	11
PEX11A	137	153	142	88	176	157	103	89
WDR93	3	3	2	2	2	1	1	0
MESP1	14	31	8	19	14	19	9	13
MESP2	3	1	1	0	0	1	4	0
ANPEP	13	30	9	12	32	11	14	13
LOC105370965	3	1	0	0	1	0	1	0
AP3S2	1608	2306	1135	1318	2305	1999	1058	970
ARPIN-AP3S2	1620	2339	1154	1331	2331	2017	1069	982
MIR5094	0	0	0	0	0	0	0	0
